Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONÔMICA FEDERAL;51.626;b1;C;1;S1;199;BRASILIA;DF;09/2022;761.696.346;436.446;4.446.211;10.696.723;25.596.690;21.787.234;31.072.188;8;94.035.499;230.125;2.266.515;5.265.639;5.547.101;1.092.504;22.208;0;14.424.092;5.171;11.324;25.892;38.019;8.969;55;0;89.429;1.132.654;16.282.044;44.400.250;103.937.712;85.836.747;246.755.584;100.833.447;599.178.437;1.613.982;7.719.831;2.482.609;178.938;30.709;30.089;0;12.056.157;119.869;1.574.353;9.996.597;6.810.458;5.786.083;4.320.980;0;28.608.340;1.403.133;5.735.199;2.222.707;1.652.106;990.871;1.285.408;14.967;13.304.392;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE BRASILEIRO;2.282.709;b3S;I;2;S5;9;ANAPOLIS;GO;09/2022;826.716;0;0;0;0;0;0;0;0;4.918;17.806;57.065;75.246;14.507;12.767;0;182.309;202;2.583;6.675;11.282;1.278;0;0;22.020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;572;21.756;153.810;273.160;75.008;19.123;0;543.430;17.424;44.362;9.321;5.043;1.809;993;5;78.957;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTERESTADOS - SICREDI INTERESTADOS RS/ES;90.497.256;b3S;I;2;S4;9;PELOTAS;RS;09/2022;822.752;167;3.028;8.854;19.059;13.459;21.395;0;65.962;1.217;12.369;23.126;18.734;2.754;1.509;0;59.709;203;5.237;16.341;25.330;5.457;75;0;52.644;0;16;47;128;130;782;1.662;2.765;3.983;34.873;12.409;73;0;0;0;51.337;1.160;23.158;290.650;83.293;44.679;21.344;0;464.284;3.963;14.640;43.874;38.573;17.724;7.278;0;126.051;0
COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO IGUACU - SICREDI IGUACU PR/SC/SP;84.974.278;b3S;I;2;S4;9;SAO JOAO;PR;09/2022;794.781;88;1.569;4.543;7.678;3.063;2.973;0;19.915;1.251;21.688;46.356;58.183;8.210;556;0;136.244;62;1.516;4.394;8.045;1.523;3;0;15.543;0;0;0;0;0;0;0;0;3.399;36.048;12.749;91;0;0;0;52.287;199;101.098;170.409;46.380;28.318;1.876;0;348.280;2.067;24.407;60.951;65.312;37.317;32.458;0;222.512;0
BANCOSEGURO S.A.;10.264.663;b1;I;2;S4;8;SAO PAULO;SP;09/2022;789.893;2.257;36.888;104.326;206.379;129.205;84.351;0;563.405;133;30.106;54.339;84.321;41.313;16.020;2;226.234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254;0;0;0;0;0;0;254;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ALTO URUGUAI CATARINENSE - SICOOB CREDIAUC;78.840.071;b3S;I;2;S5;9;CONCORDIA;SC;09/2022;772.216;15;622;1.638;3.272;1.584;769;0;7.901;1.893;17.533;44.040;77.280;32.133;52.728;3;225.611;439;7.317;19.535;34.750;8.951;31;0;71.022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;369;21.358;118.493;84.516;77.938;135.191;0;437.865;2.394;11.993;4.957;3.268;2.684;4.522;0;29.818;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PROGRESSO - SICREDI PROGRESSO PR/SP;76.059.997;b3S;I;2;S4;9;TOLEDO;PR;09/2022;759.741;333;5.081;14.563;28.829;15.879;22.522;0;87.208;1.472;15.563;31.780;31.516;4.011;908;0;85.249;356;4.270;9.756;18.210;4.844;40;0;37.476;0;0;0;0;0;0;0;0;6.254;45.551;18.014;220;0;0;0;70.039;241;59.176;146.108;63.279;42.222;24.428;0;335.455;4.038;19.606;32.646;39.256;23.065;25.703;0;144.314;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ESPUMOSO - SICREDI ESPUMOSO RS/MG;87.900.411;b3S;I;2;S4;9;ESPUMOSO;RS;09/2022;724.311;16;769;2.168;4.039;1.922;1.908;0;10.822;468;8.782;14.327;15.067;2.654;43;0;41.341;61;1.652;4.612;8.748;2.633;25;0;17.730;0;0;0;0;0;0;0;0;1.027;16.160;5.479;26;0;0;0;22.691;2.008;73.714;260.510;69.744;29.320;7.504;0;442.800;3.170;31.911;73.680;44.860;22.855;12.450;0;188.927;0
COOPERATIVA DE CRÉDITO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32.430.233;b3S;I;2;S5;9;LINHARES;ES;09/2022;717.014;54;1.065;3.558;6.943;1.680;183;0;13.483;4.566;39.901;88.650;103.371;34.041;11.600;0;282.129;219;6.485;18.271;32.257;7.268;29;0;64.529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;625;37.450;161.009;61.496;34.757;39.359;0;334.696;4.678;14.134;2.268;622;320;156;0;22.177;0
COOPERATIVA DE CREDITO DO ALTO PARANAIBA E REGIÃO LTDA. - SICOOB CREDIPATOS;25.387.671;b3S;I;2;S5;9;PATOS DE MINAS;MG;09/2022;698.048;17;378;1.021;1.487;41;20;0;2.965;1.158;22.059;44.682;69.080;36.287;11.246;22;184.534;58;739;2.020;4.366;1.327;1;0;8.511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;399;51.611;180.124;112.403;59.417;67.730;0;471.684;2.071;21.558;3.071;1.348;1.302;1.003;0;30.353;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89.126.130;b3S;I;2;S4;9;ENCANTADO;RS;09/2022;691.322;37;1.168;3.545;5.613;1.495;179;0;12.038;552;15.610;35.212;50.781;26.334;42.491;578;171.558;52;2.738;7.238;11.391;2.838;270;0;24.527;0;647;1.521;4.111;4.079;19.109;16.894;46.361;822;37.675;12.745;43;0;0;0;51.285;22;7.803;159.120;33.976;30.937;45.919;0;277.776;1.561;24.237;20.445;30.261;15.104;16.026;141;107.776;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO DO SUL DE MATO GROSSO, AMAPÁ E PARÁ - SICREDI INTEGRAÇÃO MT/AP/PA;26.549.311;b3S;I;2;S4;9;RONDONOPOLIS;MT;09/2022;690.235;146;5.492;19.459;44.952;35.171;51.769;0;156.988;2.442;20.925;32.159;29.377;2.564;92;0;87.559;108;3.387;8.794;14.419;3.303;4;0;30.015;0;9;10;30;32;205;656;941;6.269;48.884;15.579;126;0;0;0;70.858;114;18.025;90.429;83.698;35.856;12.212;0;240.335;3.340;15.128;30.724;29.555;16.883;7.908;0;103.538;0
COOPERATIVA DE CRÉDITO UNICRED UNIÃO LTDA - UNICRED UNIÃO;74.114.042;b3S;I;2;S5;9;ITAJAI;SC;09/2022;689.342;0;0;0;0;0;0;0;0;2.813;58.092;149.241;176.284;37.679;28.516;358;452.983;143;7.599;18.954;27.545;2.312;3;0;56.555;342;1.381;3.428;8.865;8.528;29.343;366;52.254;1.302;54.960;19.104;134;0;0;0;75.500;0;0;0;0;0;0;0;0;1.080;10.717;8.025;8.313;6.747;16.910;256;52.049;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO PLANALTO CENTRAL - SICREDI PLANALTO CENTRAL;10.736.214;b3S;I;2;S4;9;CRISTALINA;GO;09/2022;673.531;67;1.613;4.320;7.260;1.865;901;0;16.026;2.073;35.992;99.063;89.909;19.717;71;0;246.824;243;4.963;12.767;23.818;7.486;19;0;49.296;0;0;0;0;0;0;0;0;6.717;49.946;17.662;213;0;0;0;74.539;517;18.596;42.983;40.049;16.342;125;0;118.612;5.707;31.588;70.408;39.363;14.290;6.878;0;168.234;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO JAGUARI E ZONA DA MATA - SICREDI VALE DO JAGUARI E ZONA DA MATA RS/MG;87.780.284;b3S;I;2;S4;9;SANTIAGO;RS;09/2022;672.447;45;1.274;3.413;6.512;3.475;4.400;0;19.118;879;17.599;27.110;24.854;5.151;368;0;75.961;137;4.244;11.690;20.886;5.530;55;0;42.543;0;0;0;0;0;0;0;0;2.061;21.418;7.408;43;0;0;0;30.930;822;30.861;273.489;58.367;13.672;1.256;0;378.467;2.141;20.756;47.755;30.755;14.910;9.111;0;125.427;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PARANAPANEMA PR/SP - SICREDI PARANAPANEMA PR/SP;79.086.997;b3S;I;2;S4;9;CAMBARA;PR;09/2022;670.944;257;4.678;13.625;28.683;18.243;25.874;0;91.360;1.544;21.555;47.158;38.716;7.145;120;0;116.238;49;2.124;4.792;8.839;2.078;40;0;17.923;0;0;0;0;0;0;0;0;6.768;46.611;18.158;189;0;0;0;71.725;54;52.719;98.420;51.842;21.642;14.483;0;239.160;2.991;27.189;32.229;41.439;20.237;10.381;72;134.537;0
BOCOM;52.003;b1;C;3;S3;199;SALVADOR;BA;09/2022;661.775;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.128;24.961;28.335;9.151;4.600;0;68.174;0;40.453;231.079;224.679;96.606;784;0;593.601;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOSSA TERRA - SICREDI NOSSA TERRA PR/SP;81.192.106;b3S;I;2;S4;9;CAFELANDIA;PR;09/2022;658.308;273;4.395;12.675;26.120;19.266;29.953;0;92.681;1.035;9.513;29.401;31.388;5.649;137;0;77.124;99;1.926;5.590;8.726;2.183;22;0;18.546;0;0;0;0;0;0;0;0;3.156;33.594;12.493;93;0;0;0;49.337;89;36.251;119.649;51.151;34.632;22.842;0;264.616;3.492;23.630;38.725;35.564;21.978;32.616;0;156.004;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SUL MINAS DO RIO GRANDE DO SUL E MINAS GERAIS - SICREDI SUL MINAS RS/MG.;87.784.088;b3S;I;2;S4;9;ESTACAO;RS;09/2022;658.269;17;925;2.611;4.841;2.368;2.785;0;13.548;653;4.819;13.437;10.055;2.036;1.245;0;32.244;26;1.079;2.972;5.158;1.257;0;0;10.492;0;0;0;0;0;0;0;0;2.532;19.633;6.998;61;0;0;0;29.224;531;21.987;293.541;41.785;28.595;29.061;0;415.499;1.347;17.878;34.007;28.647;21.345;54.038;2;157.264;0
COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO PARQUE DAS ARAUCARIAS - SICREDI PARQUE DAS ARAUCARIAS PR/SC/SP;82.065.285;b3S;I;2;S4;9;MARIOPOLIS;PR;09/2022;653.962;165;3.434;9.647;16.796;6.492;4.192;0;40.726;2.043;16.620;40.739;33.628;2.406;586;1;96.024;143;3.557;9.048;12.452;2.513;4;0;27.717;0;0;0;0;0;0;0;0;5.285;51.075;17.835;135;0;0;0;74.329;1.009;37.010;155.024;82.645;44.471;20.564;0;340.723;4.001;17.523;21.021;19.613;7.875;4.411;0;74.444;0
BANCO TRIANGULO S.A.;17.351.180;b1;I;2;S4;8;UBERLANDIA;MG;09/2022;644.450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176.108;397.013;64.969;2.622;0;0;0;640.711;0;0;0;0;0;0;0;0;110;649;1.463;1.463;55;0;0;3.739;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SERRA - SICREDI CENTRO SERRA RS;87.067.757;b3S;I;2;S4;9;AGUDO;RS;09/2022;643.922;4;631;1.783;3.686;2.053;1.995;0;10.153;423;8.992;34.694;41.396;25.617;20.797;57;131.977;175;4.721;19.993;35.458;14.501;198;0;75.046;0;6;14;38;39;214;455;766;530;11.796;3.987;22;0;0;0;16.335;183;7.492;264.560;30.530;21.221;17.871;0;341.857;1.153;8.099;19.508;16.077;10.837;12.114;0;67.788;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2.885.855;n1;I;1;S4;30;PORTO ALEGRE;RS;09/2022;638.866;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;8;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.889;50.667;91.518;167.567;122.342;144.868;0;578.851;0;1.875;3.851;13.465;11.895;28.915;0;60.001;0
ZEMA CRÉDITO, FINANCIAMENTO E INVESTIMENTO S/A;5.351.887;n1;I;2;S4;14;ARAXA;MG;09/2022;638.835;13;2.778;7.616;13.744;7.191;3.466;0;34.808;151.722;191.208;216.156;34.444;3.484;1.200;0;598.214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.007;4.806;0;0;0;0;0;5.813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INDUSTRIAL DO BRASIL;50.988;b1;C;2;S4;199;SAO PAULO;SP;09/2022;630.805;3.048;47.243;122.403;212.446;107.419;55.900;0;548.459;1;643;1.508;2.576;897;280;0;5.906;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.832;26.823;1.827;3;0;0;0;31.484;0;0;0;0;0;0;0;0;2.632;9.930;29.425;2.900;70;0;0;44.956;0
COOPERATIVA DE CRÉDITO SICOOB METROPOLITANO;3.459.850;b3S;I;2;S5;9;MARINGA;PR;09/2022;608.105;950;5.423;14.926;29.901;13.140;8.401;0;72.741;6.076;23.107;49.988;81.417;26.311;3.549;0;190.448;202;2.563;6.432;12.141;3.528;70;0;24.936;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;339;30.213;114.994;76.856;35.408;23.894;0;281.703;19.527;10.462;7.679;520;89;0;0;38.277;0
PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO;1.800.019;n1;I;2;S4;14;PORTO ALEGRE;RS;09/2022;607.194;16.814;33.683;74.636;74.031;12.818;2.693;0;214.675;113.159;90.025;121.750;33.772;305;61;0;359.072;1.611;5.660;12.040;13.018;1.117;0;0;33.447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DA AMAZÔNIA - SICOOB AMAZÔNIA;5.203.605;b3S;I;2;S5;9;BURITIS;RO;09/2022;598.989;230;5.638;15.002;34.401;17.271;7.058;0;79.599;3.527;48.290;114.058;54.582;5.312;203;0;225.972;24;1.523;4.174;7.984;1.223;0;0;14.929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.101;19.261;90.988;104.284;13.029;65;0;228.728;4.020;42.447;3.134;80;80;0;0;49.761;0
NEON PAGAMENTOS S.A. - INSTITUIÇÃO DE PAGAMENTO;20.855.875;n4;I;2;S4;41;SAO PAULO;SP;09/2022;597.838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;479.087;118.356;395;0;0;0;597.838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO PANTANAL DO MATO GROSSO DO SUL - SICREDI PANTANAL MS;26.408.187;b3S;I;2;S4;9;MARACAJU;MS;09/2022;597.800;6;230;648;945;139;162;0;2.130;908;26.088;69.641;39.127;3.789;37;0;139.590;50;2.170;4.104;6.764;1.321;0;0;14.409;0;0;0;0;0;0;0;0;2.260;20.233;6.899;41;0;0;0;29.433;4.539;72.288;143.745;26.902;2.246;667;0;250.388;1.199;26.317;79.430;37.770;15.680;1.452;0;161.849;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO GRANDES LAGOS DO PARANÁ E LITORAL PAULISTA - SICREDI GRANDES LAGOS PR/SP;81.115.149;b3S;I;2;S4;9;LARANJEIRAS DO SUL;PR;09/2022;593.953;137;3.018;8.633;17.545;11.589;17.800;3;58.725;725;12.703;26.209;26.754;3.702;306;0;70.399;48;1.491;4.268;7.365;2.053;5;0;15.230;0;0;0;0;0;0;0;0;3.114;30.083;10.240;88;0;0;0;43.524;681;42.701;170.984;66.310;32.847;10.189;0;323.712;1.917;15.976;27.859;17.970;9.487;9.153;2;82.363;0
CREDIARE S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;5.676.026;n1;I;2;S4;14;FARROUPILHA;RS;09/2022;588.917;1.839;12.329;29.978;35.044;15.831;8.116;0;103.136;51.679;102.286;144.392;22.671;555;99;0;321.683;1.794;7.989;20.657;33.751;8.113;23;0;72.329;0;0;0;0;0;0;0;0;4.137;25.574;13.595;68;0;0;0;43.374;0;0;0;0;0;0;0;0;6.833;14.878;22.692;3.992;0;0;0;48.395;0
COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO RIO PARANA - SICREDI RIO PARANA PR/SP;81.206.039;b3S;I;2;S4;9;NOVA LONDRINA;PR;09/2022;578.870;160;2.730;7.716;14.881;7.136;3.479;18;36.119;998;13.134;28.767;27.289;3.572;62;0;73.821;67;2.867;8.313;12.699;2.618;15;0;26.578;0;0;0;0;0;0;0;0;5.647;48.511;17.176;172;0;0;0;71.506;62;25.303;92.839;117.343;20.480;1.958;0;257.984;3.760;33.956;53.554;16.149;5.019;424;0;112.862;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO CANOINHAS - SICOOB CREDICANOINHAS/SC;78.834.975;b3S;I;2;S5;9;CANOINHAS;SC;09/2022;578.259;33;1.211;3.372;4.919;1.195;244;0;10.975;2.419;24.391;64.682;76.866;24.379;3.550;0;196.287;109;2.339;9.215;16.743;3.783;7;0;32.196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94;8.721;258.641;34.513;15.936;7.933;0;325.839;2.724;7.113;2.150;510;350;115;0;12.962;0
M PAGAMENTOS S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;7.747.410;n1;I;2;S4;14;SAO PAULO;SP;09/2022;577.162;327;1.759;3.288;1.206;26;0;0;6.606;82.520;76.903;61.927;4.882;0;0;0;226.232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;202.835;88.484;50.367;93;0;0;0;341.779;0;0;0;0;0;0;0;0;2.530;15;0;0;0;0;0;2.545;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DE PORTO ALEGRE LTDA-UNICRED PORTO ALEGRE;94.433.109;b3S;I;2;S5;9;PORTO ALEGRE;RS;09/2022;577.061;8;309;895;988;95;0;0;2.296;1.169;29.718;81.201;125.963;46.322;28.307;755;313.435;26;5.708;15.587;20.294;2.182;0;0;43.796;92;2.217;6.399;14.660;12.109;35.242;12.429;83.149;693;57.515;19.173;89;0;0;0;77.470;0;0;0;0;0;0;0;0;434;10.387;11.823;14.741;8.821;10.356;353;56.915;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAIPU SICOOB CREDITAIPU;81.014.060;b3S;I;2;S5;9;PINHALZINHO;SC;09/2022;572.735;2;289;780;1.492;713;370;0;3.646;1.312;18.345;58.116;87.139;39.557;22.069;0;226.539;85;2.235;6.056;13.085;4.395;2;0;25.858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;15.250;129.054;48.192;45.677;61.468;0;299.654;1.565;7.559;1.477;2.363;2.159;1.909;6;17.038;0
BANCO INBURSA S.A.;4.866.275;b1;I;3;S4;8;SAO PAULO;SP;09/2022;566.457;3.691;44.645;122.782;215.154;113.480;53.255;0;553.007;269;1.647;3.773;5.211;1.609;232;0;12.740;6;99;260;306;31;0;0;701;0;0;0;0;0;0;0;0;3;7;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO CENTRO LESTE - SICREDI CENTRO LESTE RS;88.471.024;b3S;I;2;S4;9;CACHOEIRA DO SUL;RS;09/2022;559.524;8;152;420;593;43;0;0;1.217;1.086;13.521;34.186;26.908;3.270;225;0;79.197;186;6.431;19.229;35.238;10.066;51;0;71.202;0;0;0;0;0;0;0;0;1.613;26.014;9.217;64;0;0;0;36.909;1.005;15.934;155.587;51.235;13.291;1.255;0;238.306;2.937;10.892;30.126;43.868;27.270;17.600;0;132.693;0
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL NOROESTE;2.663.426;b3S;I;2;S5;9;CONSTANTINA;RS;09/2022;548.496;4;22;87;145;35;11;0;305;1.585;11.067;27.093;33.121;17.363;14.206;61;104.496;38;985;2.856;5.523;2.070;722;0;12.194;0;0;0;0;0;0;0;0;6;70;14;0;0;0;0;90;1.056;25.293;267.571;39.350;34.058;40.266;0;407.594;539;2.446;9.544;7.609;2.299;1.257;123;23.818;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO VALE DO RIO PARDO - SICREDI VALE DO RIO PARDO RS;95.424.891;b3S;I;2;S4;9;SANTA CRUZ DO SUL;RS;09/2022;543.021;162;1.867;5.164;8.228;1.580;625;0;17.625;756;10.078;19.129;17.549;3.905;2.712;0;54.129;117;4.651;18.313;31.143;9.343;30;0;63.597;0;71;158;414;410;1.467;1.256;3.777;2.407;21.788;7.716;57;0;0;0;31.968;949;6.045;146.206;43.023;23.209;20.113;0;239.545;2.189;14.148;36.536;37.166;19.309;23.031;0;132.380;0
COOPERATIVA DE CRÉDITO SICOOB OURO VERDE;5.582.619;b3S;I;2;S5;9;LONDRINA;PR;09/2022;541.441;818;11.849;31.120;82.171;83.240;113.927;0;323.124;2.128;10.775;24.743;22.113;4.428;603;0;64.790;17;227;635;1.142;161;0;0;2.182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;23.829;53.584;28.875;13.876;8.784;0;129.063;12.279;3.959;5.944;85;7;7;0;22.282;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE DO PARANÁ E SUL DE SÃO PAULO - SICREDI NORTE SUL PR/SP;79.063.574;b3S;I;2;S4;9;SANTO ANTONIO DA PLATINA;PR;09/2022;540.386;138;1.492;3.874;6.179;2.039;717;0;14.437;1.336;17.150;32.102;24.307;3.006;39;0;77.939;43;3.468;8.057;13.466;4.973;19;0;30.026;0;0;0;0;0;0;0;0;4.287;45.158;19.093;305;0;0;0;68.843;387;24.943;92.398;85.153;31.043;17.817;0;251.741;3.189;27.446;38.246;18.118;7.016;3.384;0;97.399;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42.898.825;b3S;I;2;S5;9;BELO HORIZONTE;MG;09/2022;528.965;19;352;922;1.317;153;0;0;2.763;3.288;35.721;84.413;107.242;14.680;6.749;0;252.093;118;7.342;19.618;28.554;2.892;0;0;58.524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;11.136;71.128;34.533;14.683;2.927;0;134.446;7.062;26.149;4.902;11.421;9.821;21.777;7;81.139;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO LESTE DE MATO GROSSO - SICOOB PRIMAVERA MT;5.241.619;b3S;I;2;S5;9;PRIMAVERA DO LESTE;MT;09/2022;528.204;0;87;268;538;22;0;0;914;2.501;37.349;89.361;101.819;37.384;1.312;0;269.726;50;1.013;2.837;6.688;2.270;3;0;12.861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.969;162.550;42.776;7.111;668;0;224.074;2.360;9.512;1.126;1.999;1.857;3.774;0;20.629;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DO VALE EUROPEU - CRESOL VALE EUROPEU;7.512.780;b3S;I;2;S5;9;AGUAS MORNAS;SC;09/2022;510.463;10;198;569;1.302;425;0;0;2.505;1.448;13.155;30.563;46.059;17.916;12.469;0;121.611;84;2.156;6.702;14.026;5.996;130;0;29.095;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;7;471;21.639;154.587;54.365;41.435;37.943;0;310.439;2.386;7.612;12.266;18.126;5.139;1.145;133;46.807;0
COOPERATIVA DE CRÉDITO COOPERAÇÃO RS/SC - SICREDI COOPERAÇÃO RS/SC;87.779.625;b3S;I;2;S4;9;NAO-ME-TOQUE;RS;09/2022;508.997;18;699;1.947;3.233;861;489;0;7.247;924;7.113;13.934;14.196;2.626;1.059;0;39.853;110;1.676;4.888;8.460;2.175;2;0;17.312;0;0;0;0;0;0;0;0;1.805;20.028;7.061;30;0;0;0;28.925;162;8.033;247.059;49.016;19.186;3.804;0;327.259;1.038;15.041;25.385;22.388;13.344;11.207;0;88.403;0
MERCEDES-BENZ;51.262;b2;C;3;S3;198;SAO BERNARDO DO CAMPO;SP;09/2022;508.284;0;0;0;0;0;0;0;0;2;683;2.023;5.694;5.323;9;0;13.734;1.879;47.390;132.423;235.099;76.016;1.685;0;494.491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;20;20;9;0;0;58;0
