Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;06/2021;628.168.648;2.456.301;5.219.872;13.925.872;25.969.338;14.636.069;12.509.585;14;74.717.052;589.808;1.603.908;3.632.339;4.299.615;136.985;4.416;25;10.267.096;6.215;28.203;52.634;55.971;7.097;5;0;150.125;905.256;14.191.332;39.041.578;90.950.657;74.756.420;212.887.082;86.294.316;519.026.641;1.021.378;6.252.490;2.052.535;168.386;25.299;24.668;0;9.544.756;63.603;853.016;2.574.131;1.134.460;494.174;409.114;277;5.528.776;1.259.917;2.740.933;2.009.945;1.456.143;723.911;722.560;20.790;8.934.201;0
COOPERATIVA DE CRÉDITO SICOOB ARACREDI LTDA - SICOOB ARACREDI;68.987;b3S;I;2;S5;9;ARAGUARI;MG;06/2021;199.642;0;3;8;26;0;0;0;36;498;6.096;11.869;16.497;7.393;172;0;42.524;12;724;2.018;3.887;1.333;8;0;7.983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.062;26.764;56.557;39.653;16.141;3.006;0;143.182;784;2.243;1.813;724;353;0;0;5.918;0
MODAL;51.963;b1;C;2;S4;199;RIO DE JANEIRO;RJ;06/2021;198.809;0;0;0;0;0;0;0;0;526;792;117.295;33.335;10;0;0;151.957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.510;19.204;6.470;18;0;0;0;27.201;0;0;0;0;0;0;0;0;6.413;8.066;1.167;0;4.005;0;0;19.650;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB ARENITO;7.026.923;b3S;I;2;S5;9;UMUARAMA;PR;06/2021;198.439;71;2.543;6.523;17.120;14.607;23.996;0;64.860;1.260;4.652;12.573;12.791;3.607;1.015;0;35.898;18;592;1.598;3.335;923;2;0;6.468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;6.646;29.390;38.521;8.124;2.641;0;85.552;1.476;3.717;315;82;71;0;0;5.662;0
COOPERATIVA DE CRÉDITO ALTO VALE DO ITAJAÍ - SICOOB ALTO VALE;80.959.612;b3S;I;2;S5;9;RIO DO SUL;SC;06/2021;195.721;10;291;798;1.775;781;447;0;4.103;522;6.654;18.788;33.433;14.100;8.398;0;81.894;85;2.506;8.202;15.811;4.324;41;0;30.970;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;1.635;29.792;14.975;12.677;11.470;0;70.605;400;1.756;1.273;1.111;1.122;2.487;0;8.149;0
COOPERATIVA DE CRÉDITO CREDIGUAÇU - SICOOB CREDIGUAÇU;67.960.229;b3S;I;2;S4;9;DESCALVADO;SP;06/2021;195.659;0;0;0;0;0;0;0;0;510;7.913;19.362;10.678;1.675;0;0;40.139;3;379;994;1.418;134;0;0;2.927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.980;61.268;72.872;0;0;0;142.120;460;4.880;5.104;29;0;0;0;10.473;0
COOPERATIVA DE CRÉDITO SICOOB COOPMIL;62.673.470;b3S;I;2;S4;9;SAO PAULO;SP;06/2021;192.494;933;8.371;20.705;53.319;46.208;43.407;0;172.944;988;2.504;5.965;6.133;928;11;0;16.530;0;6;17;56;29;0;0;107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.069;1.841;3;0;1;0;0;2.914;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BELO HORIZONTE E CIDADES POLO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB NOSSACOOP;1.760.242;b3S;I;2;S5;9;BELO HORIZONTE;MG;06/2021;192.283;365;6.349;15.596;41.633;41.536;54.138;5;159.621;177;791;2.095;4.197;842;486;91;8.679;80;536;1.539;4.050;1.408;185;0;7.797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;640;2.255;933;2.104;1.777;5.311;3.167;16.186;0
UNIPRIME ALLIANCE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO;1.736.243;b3S;I;2;S5;9;CASCAVEL;PR;06/2021;191.393;0;0;0;0;0;0;0;0;93;4.588;11.497;16.118;7.018;7.964;0;47.278;1;915;2.412;3.475;375;0;0;7.178;0;1.255;3.695;8.408;6.792;17.005;20;37.175;37;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;142;6.100;16.200;32.068;17.909;27.280;25;99.724;0
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;S4;8;CURITIBA;PR;06/2021;191.306;0;0;0;0;0;0;0;0;234;7.438;18.351;30.101;7.345;5;0;63.474;139;12.908;34.534;60.760;19.088;51;0;127.479;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;76;134;122;8;0;0;352;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LTDA. - SICOOB CREDIJUSTRA;37.079.720;b3S;I;2;S5;9;BRASILIA;DF;06/2021;188.797;198;6.729;17.989;42.417;38.704;77.820;0;183.856;43;616;1.440;590;217;381;0;3.287;0;42;125;249;71;0;0;486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;206;962;0;0;0;0;0;1.169;0
COOPERATIVA DE CRÉDITO RURAL COOPAVEL;76.461.557;b3S;I;2;S5;9;CASCAVEL;PR;06/2021;187.377;0;0;0;0;0;0;0;0;118;26.030;58.320;66.921;14.702;1.530;0;167.620;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151;7.571;293;0;0;0;8.016;98;2.165;5.652;3.251;575;0;0;11.742;0
COOPERATIVA DE CRÉDITO CREDCOOPER LTDA - SICOOB CREDCOOPER;19.449.602;b3S;I;2;S5;9;CARATINGA;MG;06/2021;186.109;0;30;75;111;19;0;0;235;635;8.585;9.172;22.415;7.311;2.275;0;50.393;42;1.286;2.496;4.865;1.546;4;0;10.239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;256;30.982;31.966;27.317;18.511;8.966;0;117.997;609;4.741;1.539;332;23;0;0;7.245;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO - SICREDI INTEGRAÇÃO PR/SC;81.054.686;b3S;I;2;S4;9;LAPA;PR;06/2021;185.562;39;1.246;3.646;7.159;3.253;985;0;16.328;452;5.264;14.419;6.943;599;24;0;27.700;76;1.152;3.785;5.741;1.233;5;0;11.992;0;0;0;0;0;0;0;0;929;13.198;4.172;8;0;0;0;18.307;131;7.891;35.062;23.449;13.314;883;0;80.729;1.372;5.773;8.495;10.768;4.083;15;0;30.507;0
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA PROGRESSO - CRESOL PROGRESSO;2.448.310;b3S;I;2;S5;9;CASCAVEL;PR;06/2021;185.199;0;47;169;490;239;142;0;1.087;236;9.679;7.742;10.126;6.202;6.078;4;40.067;15;394;1.173;2.679;1.162;2;0;5.425;0;0;0;0;0;0;0;0;2;16;5;0;0;0;0;24;391;13.958;25.973;26.851;21.958;32.212;0;121.342;446;2.340;4.458;6.654;2.424;910;21;17.253;0
SANTINVEST S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS;122.327;n1;I;2;S5;14;FLORIANOPOLIS;SC;06/2021;184.753;552;13.317;35.474;65.066;38.303;31.186;0;183.899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;467;67;186;123;11;0;854;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL DO ESTADO DE SANTA CATARINA - SICREDI SUL SC;3.793.242;b3S;I;2;S4;9;CRICIUMA;SC;06/2021;182.318;10;241;672;1.131;193;0;0;2.247;289;4.253;9.788;8.927;1.286;240;0;24.783;31;2.151;5.812;9.114;1.723;0;0;18.832;0;0;0;0;0;0;0;0;1.118;18.548;6.818;24;0;0;0;26.508;0;12.221;26.882;21.040;10.121;11.567;0;81.832;753;5.030;5.340;8.551;5.996;2.446;0;28.116;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC/RS;78.483.310;b3S;I;2;S5;9;ITAPIRANGA;SC;06/2021;174.767;0;0;0;0;0;0;0;0;69;5.741;16.085;29.278;18.202;22.952;1.166;93.493;5;1.235;3.587;8.520;4.320;4;0;17.671;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.853;20.037;8.911;7.514;12.585;0;61.900;58;555;285;245;229;331;0;1.703;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE  LAGOA DA PRATA E REGIÃO LTDA.   SICOOB LAGOACRED GERAIS;1.739.375;b3S;I;2;S5;9;LAGOA DA PRATA;MG;06/2021;173.805;0;35;97;244;97;0;0;473;948;10.181;26.062;45.859;9.348;650;0;93.049;22;322;954;2.077;403;0;0;3.777;0;0;0;0;0;0;0;0;1.266;15.955;4.883;118;0;0;0;22.222;0;1.449;4.636;8.686;5.724;8.702;0;29.197;696;19.736;3.575;1.030;48;0;2;25.087;0
COOPERATIVA DE CRÉDITO COCRE;54.401.286;b3S;I;2;S4;9;PIRACICABA;SP;06/2021;172.838;1;147;472;1.232;166;2;0;2.021;456;6.799;24.511;18.821;5.410;325;0;56.321;50;757;2.076;3.835;722;0;0;7.439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.651;45.317;23.252;14.201;1.738;0;101.159;649;3.115;1.759;350;24;0;0;5.897;0
COOPERATIVA DE CRÉDITO CREDINOR LTDA - SICOOB CREDINOR;21.866.694;b3S;I;2;S5;9;MONTES CLAROS;MG;06/2021;171.292;13;205;589;1.529;828;0;0;3.164;1.700;21.044;35.293;43.892;7.112;242;0;109.282;18;709;1.980;3.964;1.288;1;0;7.961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;389;4.455;6.880;17.841;6.223;3.983;0;39.771;1.044;9.092;967;12;0;0;0;11.114;0
COOPERATIVA DE CRÉDITO DO RIO GRANDE DO NORTE - SICOOB RIO GRANDE DO NORTE;4.138.455;b3S;I;2;S5;9;NATAL;RN;06/2021;171.090;243;6.206;15.146;41.675;42.789;52.670;0;158.729;112;1.252;2.198;3.506;2.435;55;0;9.558;0;64;167;412;194;1;0;838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;372;688;899;5;0;0;0;1.964;0
COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO PODER JUDICIÁRIO E DO MINISTÉRIO PÚBLICO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB JUS-MP;3.519.240;b3S;I;2;S5;9;BELO HORIZONTE;MG;06/2021;170.129;145;5.698;14.967;37.543;34.895;51.786;0;145.034;37;857;1.119;1.603;648;1.153;56;5.472;0;338;835;1.633;617;4;0;3.427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;71;36;0;0;189;63;1.163;927;2.506;2.315;7.705;1.327;16.007;0
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA HORIZONTE - CRESOL HORIZONTE;5.277.312;b3S;I;2;S5;9;UNIAO DA VITORIA;PR;06/2021;169.897;0;124;372;921;386;41;0;1.844;302;6.769;18.432;19.623;6.284;127;0;51.538;43;792;1.892;4.195;1.841;73;0;8.836;0;0;0;0;0;0;0;0;6;110;20;0;0;0;0;136;498;10.276;16.996;22.465;15.845;17.236;6;83.323;707;4.451;6.201;9.256;3.033;505;68;24.221;0
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA DO RIO GRANDE DO SUL - CRESOL RIO GRANDE DO SUL;6.139.650;b3S;I;2;S5;9;BENTO GONCALVES;RS;06/2021;168.775;0;20;69;183;60;0;0;333;373;7.425;14.060;13.061;7.171;1.312;0;43.402;5;415;1.278;2.755;1.110;35;0;5.598;0;0;0;0;0;0;0;0;0;15;4;0;0;0;0;19;845;10.240;33.480;18.963;14.341;18.730;0;96.600;580;2.101;7.365;9.742;2.478;461;95;22.824;0
COOPERATIVA DE CRÉDITO DA REGIÃO DE FRONTEIRAS DE RO/MT LTDA. - SICOOB FRONTEIRAS;3.612.764;b3S;I;2;S5;9;CACOAL;RO;06/2021;168.051;13;39;106;170;35;0;0;364;1.391;8.494;39.919;46.064;7.652;0;0;103.519;25;589;1.275;2.767;1.143;0;0;5.799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;5.297;15.124;20.029;2.564;0;0;43.104;690;12.756;1.348;299;173;0;0;15.266;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DOS VALES DO TAQUARI E RIO PARDO E REGIÃO DA PRODUÇÃO LTDA;1.635.462;b3S;I;2;S5;9;LAJEADO;RS;06/2021;167.208;0;3;6;5;0;0;0;14;134;5.488;15.216;24.035;11.190;9.277;0;65.339;42;2.282;6.451;11.138;4.262;36;0;24.211;2;1.034;3.311;7.404;6.006;8.502;0;26.259;31;4.154;1.496;1;0;0;0;5.682;0;0;0;0;0;0;0;0;152;4.024;7.577;14.175;9.827;9.949;0;45.704;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE - SICOOB CREDIVALE/SC;86.829.827;b3S;I;2;S5;9;BRACO DO NORTE;SC;06/2021;164.246;0;0;0;0;0;0;0;0;291;3.362;8.792;13.222;6.167;2.258;0;34.093;9;1.193;3.351;6.656;2.002;6;0;13.218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;685;8.890;35.593;27.385;16.206;25.280;0;114.039;225;1.781;881;9;0;0;0;2.896;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE MINEIRO LTDA. - SICOOB CREDICOPA;71.297.899;b3S;I;2;S5;9;PATOS DE MINAS;MG;06/2021;163.931;0;18;42;67;0;0;0;127;842;11.966;17.571;27.866;16.017;4.620;0;78.883;0;347;999;1.937;89;0;0;3.372;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.315;4.718;24.635;6.325;5.033;4.465;0;48.491;440;9.183;5.832;10.864;5.169;1.569;0;33.058;0
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA DE RONDÔNIA - CRESOL RONDÔNIA;10.520.232;b3S;I;2;S5;9;JI-PARANA;RO;06/2021;161.720;0;5;11;28;12;0;0;56;128;5.895;12.015;9.430;1.538;6;0;29.011;20;379;1.136;2.401;864;112;0;4.911;0;0;0;0;0;0;0;0;3;64;15;0;0;0;0;81;211;7.969;32.605;33.411;14.447;9.704;0;98.346;508;8.944;9.602;8.468;1.568;148;75;29.315;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO E NEGÓCIOS - SICOOB INTEGRAÇÃO;8.742.188;b3S;I;2;S5;9;CUIABA;MT;06/2021;161.331;66;1.220;3.067;6.892;4.870;8.632;0;24.748;853;6.840;22.527;32.328;8.574;1.687;0;72.808;25;498;1.341;2.746;892;5;0;5.508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;556;3.114;15.948;29.021;3.180;0;0;51.819;1.564;1.570;1.792;590;488;443;0;6.447;0
COOPERATIVA DE CRÉDITO SICOOB ALIANÇA;6.174.009;b3S;I;2;S5;9;APUCARANA;PR;06/2021;161.227;81;2.846;7.842;21.296;20.852;42.029;0;94.946;153;1.846;6.419;7.465;1.348;67;0;17.297;27;336;966;2.234;647;3;0;4.214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.704;18.394;12.140;5.908;1.105;0;41.251;304;1.384;1.181;436;214;0;0;3.519;0
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA VALE DAS ÁGUAS - CRESOL VALE DAS ÁGUAS;4.663.561;b3S;I;2;S5;9;LARANJEIRAS DO SUL;PR;06/2021;161.039;0;29;103;299;140;8;0;579;197;6.150;17.152;15.838;5.502;1.068;0;45.909;27;475;1.468;3.429;1.764;13;0;7.176;0;0;0;0;0;0;0;0;6;77;16;0;0;0;0;99;554;11.967;23.392;25.396;15.236;9.488;0;86.035;451;2.797;6.342;8.506;2.844;276;24;21.240;0
STARA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;17.359.351;n1;I;2;S5;14;NAO-ME-TOQUE;RS;06/2021;160.743;1;259;681;986;117;0;0;2.045;0;0;505;582;0;0;0;1.087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.984;840;52.415;71.875;29.259;1.225;0;157.598;0;13;0;0;0;0;0;13;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE SICOOB CREDIPLANALTO SC/RS;1.389.651;b3S;I;2;S5;9;PAPANDUVA;SC;06/2021;160.338;0;75;221;413;46;0;0;756;448;7.124;21.414;22.133;7.539;599;0;59.256;1;367;1.247;1.710;199;0;0;3.524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.693;47.198;19.789;12.986;7.155;0;93.822;132;2.032;472;196;86;62;0;2.980;0
SCANIA BANCO S.A.;11.417.016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;06/2021;160.231;0;0;0;0;0;0;0;0;0;25;70;136;0;0;0;231;214;12.292;37.684;77.247;32.322;21;0;159.780;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;86;103;0;0;0;220;0
COOPERATIVA DE CRéDITO CREDICOPE LTDA. - SICOOB CREDICOPE;38.588.174;b3S;I;2;S5;9;CONSELHEIRO PENA;MG;06/2021;160.188;1;268;757;2.007;739;105;0;3.878;328;6.423;14.626;24.220;9.867;836;0;56.301;25;901;2.492;5.627;1.767;6;0;10.818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;6.937;18.851;33.831;17.227;5.527;0;82.397;367;2.515;1.946;572;547;847;0;6.794;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE FRUTAL LTDA.   SICOOB FRUTAL;71.419.600;b3S;I;2;S5;9;FRUTAL;MG;06/2021;158.937;4;241;634;1.285;536;56;0;2.758;805;8.572;23.599;49.502;4.805;395;0;87.679;11;441;1.298;2.294;363;4;0;4.410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.490;19.398;29.517;4.456;653;0;58.514;782;2.135;1.297;950;119;294;0;5.576;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DA REGIÃO METROPOLITANA DO VALE DO PARAÍBA E LITORAL NORTE - SICOOB-CRESSEM;54.190.525;b3S;I;2;S5;9;SAO JOSE DOS CAMPOS;SP;06/2021;158.707;443;9.121;22.263;56.285;42.166;13.550;0;143.827;196;548;2.704;5.811;1.997;46;0;11.301;4;108;386;803;137;0;0;1.437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;764;960;418;0;0;0;0;2.142;0
PINE;50.304;b1;C;2;S3;199;SAO PAULO;SP;06/2021;158.545;0;0;0;0;0;0;0;0;0;8.050;17.169;3.750;0;0;0;28.969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.259;46.788;50.416;13.974;7.139;0;129.576;0
FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO;411.939;n1;I;2;S5;14;JUNDIAI;SP;06/2021;158.289;349;1.216;2.620;1.396;4;0;0;5.584;3.845;7.557;11.459;5.377;348;0;0;28.587;3.994;18.588;43.776;52.809;4.919;4;0;124.091;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;5;0;0;0;0;26;0
COOPERATIVA DE CRÉDITO CREDIRAMA LTDA - SICOOB CREDIRAMA;3.412.878;b3S;I;2;S5;9;ITURAMA;MG;06/2021;156.147;0;0;0;0;0;0;0;0;34;5.375;18.818;34.108;2.211;264;0;60.810;0;425;1.210;2.608;854;0;0;5.098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;11.902;32.010;37.856;2.549;0;0;84.387;105;4.640;1.080;26;0;0;0;5.852;0
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE TRANSPORTES DO SUL DO BRASIL - TRANSPOCRED;8.075.352;b3S;I;2;S5;9;FLORIANOPOLIS;SC;06/2021;154.623;0;31;87;92;0;0;0;210;493;5.412;11.858;16.132;5.603;6.672;1.069;47.237;125;4.296;11.662;21.093;8.375;112;0;45.663;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.054;7.705;17.368;24.291;8.813;2.134;149;61.513;0
SOCIEDADE COOPERATIVA DE CRÉDITO COOPERE LTDA.  - SICOOB COOPERE;73.398.646;b3S;I;2;S5;9;VALENTE;BA;06/2021;154.291;1.073;7.301;18.963;47.324;27.325;28.365;0;130.351;317;1.043;2.176;1.965;528;591;0;6.620;41;159;445;820;139;0;0;1.605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;65;6.308;1.440;1.666;2.155;0;11.656;636;2.979;397;48;0;0;0;4.059;0
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA TRIUNFO - CRESOL TRIUNFO;8.560.508;b3S;I;2;S5;9;SAO JOAO DO TRIUNFO;PR;06/2021;154.244;0;9;33;89;51;1;0;183;101;3.199;11.253;8.104;2.953;1.062;0;26.673;35;389;1.261;2.801;2.037;45;0;6.569;0;0;0;0;0;0;0;0;1;39;7;0;0;0;0;47;725;8.979;24.733;22.215;18.580;19.069;0;94.300;1.359;6.662;5.439;8.299;3.524;1.175;13;26.471;0
COOPERATIVA DE CRÉDITO SICOOB ENGECRED LTDA.;4.388.688;b3S;I;2;S5;9;GOIANIA;GO;06/2021;153.201;0;5;16;11;0;0;0;31;205;4.799;25.192;17.648;3.892;2.233;0;53.968;12;637;1.649;3.983;617;0;0;6.898;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.660;32.543;22.200;9.073;0;0;69.476;374;2.267;4.201;4.328;6.760;4.897;0;22.828;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTO ANTÔNIO DO MONTE LTDA.   SICOOB CREDIMONTE;41.707.258;b3S;I;2;S5;9;SANTO ANTONIO DO MONTE;MG;06/2021;151.522;0;162;426;887;294;0;0;1.769;1.094;6.726;17.248;28.322;10.699;472;0;64.562;105;354;1.054;2.391;494;0;0;4.398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.569;14.930;15.428;11.265;20.612;0;66.804;748;8.065;2.024;1.614;487;1.051;0;13.989;0
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA ÁREA DA SAÚDE E DE LIVRE ADMISSÃO LTDA - UNICRED ALIANÇA;70.937.271;b3S;I;2;S5;9;UBERLANDIA;MG;06/2021;150.483;0;19;41;35;0;0;0;95;250;11.777;31.417;44.555;13.661;5.325;0;106.985;3;1.357;3.932;6.545;1.596;2;0;13.435;7;233;690;1.558;1.206;1.389;0;5.083;41;4.391;1.407;5;0;0;0;5.845;0;0;0;0;0;0;0;0;171;4.679;5.579;5.727;1.473;1.409;0;19.038;0
COOPERATIVA DE CRÉDITO CREDIBOM LTDA. - SICOOB CREDIBOM;21.670.187;b3S;I;2;S5;9;BOM DESPACHO;MG;06/2021;149.317;0;37;101;270;33;0;0;441;437;10.674;27.901;38.563;9.120;1.584;0;88.278;80;1.052;2.868;5.783;1.108;0;0;10.891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.333;19.723;13.156;2.246;847;0;43.305;354;5.051;979;17;0;0;0;6.401;0
COOPERATIVA DE CRÉDITO DA REGIÃO DE ARAXÁ LTDA. - SICOOB CREDIARA;66.398.496;b3S;I;2;S5;9;ARAXA;MG;06/2021;148.788;0;145;386;807;219;0;0;1.557;182;6.908;15.834;19.564;5.755;820;0;49.064;9;825;2.352;4.497;758;0;0;8.442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124;11.848;30.353;23.662;3.199;1.101;0;70.286;352;2.043;8.720;6.581;1.326;416;0;19.440;0
COOPERATIVA DE CREDITO NOSSO - SICOOB NOSSO;59.869.560;b3S;I;2;S5;9;ADAMANTINA;SP;06/2021;148.494;2;340;817;1.348;559;2;0;3.069;380;12.076;19.183;18.847;3.168;4;0;53.658;8;963;2.630;4.865;707;0;0;9.173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.651;34.169;28.153;251;146;0;73.370;197;5.830;3.196;2;0;0;0;9.225;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CAMPOS NOVOS - SICOOB CAMPOS NOVOS;78.862.083;b3S;I;2;S5;9;CAMPOS NOVOS;SC;06/2021;147.665;5;580;1.485;2.646;1.338;521;0;6.575;343;7.523;29.598;34.038;14.401;423;0;86.326;2;343;859;1.323;489;68;0;3.084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;1.878;22.869;15.561;4.943;2.234;0;47.513;175;3.407;560;25;0;0;0;4.168;0
