Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Capital de Giro;;;;;;;;Investimento;;;;;;;;Capital de Giro Rotativo;;;;;;;;Operações com Recebíveis;;;;;;;;Comércio Exterior;;;;;;;;Outros Créditos;;;;;;;;Financiamento de Infraestrutura/Desenvolvimento/Projeto e Outros Créditos;;;;;;;;Rural e Agroindustrial;;;;;;;;Habitacional;;;;;;;;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
BB;49.906;b1;C;1;;199;BRASILIA;DF;12/2012;284.617.647;913.884;10.932.834;24.759.755;25.332.874;5.773.436;2.204.696;0;69.917.480;19.835;1.346.532;2.715.733;7.785.856;11.598.317;9.994.660;1.053.104;34.514.038;107.498;2.087.187;994.198;593.053;0;0;0;3.781.937;544.186;14.640.691;3.553.997;1.503.173;11.576;0;2;20.253.626;304.158;4.953.743;7.292.715;380.050;83.243;1.052;0;13.014.961;272.608;2.598.041;534.616;1.182.576;669.712;194.561;1.775;5.453.888;296.873;4.298.661;14.178.448;23.154.697;8.530.182;9.460.999;2.980.024;62.899.883;51.096;4.820.442;13.347.864;14.085.767;1.500.205;1.188.382;38.828;35.032.584;0;15.147;220.289;1.000.374;57.742;6.851;1.121;1.301.525;38.447.726
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;;9;BLUMENAU;SC;12/2012;85.797;0;0;0;0;0;0;0;0;290;9.221;22.035;20.757;923;0;0;53.227;0;1.458;7.311;0;0;0;0;8.770;0;18.085;4.183;0;0;0;0;22.268;0;0;0;0;0;0;0;0;314;719;128;308;63;0;0;1.533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO JURUENA - SICREDI UNIVALES MT;70.431.630;b3S;I;2;;9;JUINA;MT;12/2012;85.568;566;7.843;10.355;5.662;437;2;0;24.864;14;802;2.099;2.726;266;0;0;5.907;348;8.600;9.417;0;0;0;0;18.364;91;27.818;3.195;0;0;0;0;31.104;0;0;0;0;0;0;0;0;0;640;2.743;1.713;128;0;99;5.323;1;2;3;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO FRONTEIRA DO IGUAÇU - SICREDI FRONTEIRA PR/SC;82.527.557;b3S;I;2;;9;CAPANEMA;PR;12/2012;85.048;321;5.435;8.817;8.978;984;262;0;24.796;32;1.130;2.860;4.553;650;0;0;9.223;279;12.160;11.854;0;0;0;0;24.293;227;21.169;2.399;2;0;0;0;23.798;0;0;0;0;0;0;0;0;0;883;905;315;0;0;110;2.213;0;0;0;0;0;0;0;0;0;726;0;0;0;0;0;726;0;0;0;0;0;0;0;0;0
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80.160.260;b3C;I;2;;9;FLORIANOPOLIS;SC;12/2012;84.357;0;5.057;71.877;6.036;1.389;0;0;84.357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUDOESTE DE MATO GROSSO - SICREDI SUDOESTE MT;32.995.755;b3S;I;3;;9;TANGARA DA SERRA;MT;12/2012;83.252;505;8.425;12.092;8.281;791;174;0;30.269;41;636;1.561;2.051;354;16;0;4.659;1.668;10.464;20.077;0;0;0;0;32.209;143;10.869;2.207;0;0;0;0;13.220;0;0;0;0;0;0;0;0;0;16;1.851;98;0;0;271;2.235;1;55;155;134;0;0;0;345;0;0;315;0;0;0;0;315;0;0;0;0;0;0;0;0;0
BPN BRASIL BANCO MÚLTIPLO S.A.;61.033.106;b1;I;3;;8;SAO PAULO;SP;12/2012;81.689;2.338;5.678;10.448;13.823;585;3.721;0;36.593;0;0;0;0;0;0;0;0;188;1.501;185;0;0;0;0;1.875;84;0;0;0;0;0;0;84;1.669;6.437;3.493;0;0;0;0;11.599;227;4.529;2.472;4.608;573;0;0;12.411;153;1.228;1.860;457;0;0;0;3.698;0;1.844;13.586;0;0;0;0;15.430;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTOS DA SERRA - SICREDI ALTOS DA SERRA RS;92.555.150;b3S;I;2;;9;SANANDUVA;RS;12/2012;81.348;221;4.043;13.094;10.939;1.769;234;0;30.299;3;1.213;3.194;5.868;1.228;0;0;11.505;226;6.165;8.743;9;0;0;0;15.143;215;7.911;1.019;0;0;0;0;9.145;0;0;0;0;0;0;0;0;3;156;1.048;853;45;0;113;2.219;3;55;121;78;0;0;0;257;0;3.419;9.361;0;0;0;0;12.781;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LAJEADO - SICREDI VALE DO TAQUARI RS;91.159.764;b3S;I;2;;9;LAJEADO;RS;12/2012;80.957;98;3.834;7.489;8.842;1.282;194;0;21.738;76;1.414;3.371;4.376;1.053;5;0;10.296;39;10.765;22.990;20;0;0;0;33.814;7;11.397;2.251;7;0;0;0;13.663;0;0;0;0;0;0;0;0;0;530;139;228;6;0;31;934;0;0;0;0;0;0;0;0;0;0;511;0;0;0;0;511;0;0;0;0;0;0;0;0;0
BANCO GERADOR S.A.;10.664.513;b1;I;2;;8;RECIFE;PE;12/2012;80.309;1.780;12.081;28.450;31.282;5.471;0;0;79.063;0;0;0;0;0;0;0;0;0;0;635;0;0;0;0;635;390;221;0;0;0;0;0;610;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26.555.235;b3S;I;2;;9;SORRISO;MT;12/2012;79.318;986;6.351;12.502;7.237;472;0;0;27.548;40;934;2.398;3.214;810;1;0;7.397;254;7.414;8.646;0;0;0;0;16.313;108;19.689;2.749;0;0;0;0;22.545;0;0;0;0;0;0;0;0;0;297;3.951;593;153;0;121;5.116;1;19;42;32;0;0;0;94;0;0;305;0;0;0;0;305;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DE BLUMENAU E VALE DO ITAJAÍ LTDA.;73.443.863;b3S;I;2;;9;BLUMENAU;SC;12/2012;79.307;29;1.315;3.224;2.241;165;0;0;6.975;64;5.454;14.855;26.243;11.269;3.644;0;61.529;0;2.703;2.453;0;0;0;0;5.157;0;4.928;506;1;0;0;0;5.435;0;0;0;0;0;0;0;0;115;96;0;0;0;0;0;211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO SUL RIOGRANDENSE - SICREDI UNIÃO METROPOLITANA RS;92.796.564;b3S;I;2;;9;PORTO ALEGRE;RS;12/2012;79.093;510;8.418;18.619;15.163;945;218;0;43.874;10;1.087;2.648;3.448;462;0;0;7.656;496;12.961;5.118;0;0;0;0;18.575;173;7.916;712;0;0;0;0;8.801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137;137;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DO LITORAL E NORTE CATARINENSE LTDA;74.114.042;b3S;I;2;;9;ITAJAI;SC;12/2012;78.552;29;1.585;2.778;4.578;2.030;1.771;0;12.771;192;5.302;13.137;23.734;10.319;7.384;1;60.069;59;1.862;1.731;0;0;0;0;3.652;0;1.650;166;0;0;0;0;1.816;0;0;0;0;0;0;0;0;119;125;0;0;0;0;0;244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA   DE   CRÉDITO   DE  LIVRE  ADMISSÃO  DE  ASSOCIADOS DO VALE DO RIO PARDO - SICREDI VALE DO RIO PARDO RS;95.424.891;b3S;I;2;;9;SANTA CRUZ DO SUL;RS;12/2012;77.005;436;4.775;11.703;10.216;1.974;2;0;29.106;40;1.931;4.355;5.727;833;2;0;12.888;331;8.280;6.215;0;0;0;0;14.826;39;7.533;901;0;0;0;0;8.473;0;0;0;0;0;0;0;0;1.325;3.167;3.732;1.734;1.012;29;54;11.053;0;0;0;0;0;0;0;0;0;210;319;130;0;0;0;659;0;0;0;0;0;0;0;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DAS REGIÕES METROPOLITANAS DA BAIXADA SANTISTA E GRANDE SÃO PAULO LTDA. - UNICRED METROPOLITANA;259.231;b3S;I;2;;9;SANTOS;SP;12/2012;76.578;164;11.106;15.163;17.866;6.435;2.597;0;53.330;74;1.366;3.460;6.576;2.396;1.372;0;15.245;111;4.035;1.892;0;0;0;0;6.038;41;1.693;179;0;0;0;0;1.914;0;0;0;0;0;0;0;0;37;15;0;0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI   SICREDI VALE DO PIQUIRI PR;81.099.491;b3S;I;2;;9;PALOTINA;PR;12/2012;76.010;355;4.229;9.971;11.913;1.376;73;0;27.917;113;834;1.916;3.098;588;0;0;6.549;477;4.534;7.866;15;0;0;0;12.892;521;20.294;3.998;0;0;0;0;24.813;0;0;0;0;0;0;0;0;5;200;2.556;810;0;0;112;3.684;0;0;0;0;0;0;0;0;0;65;30;60;0;0;0;155;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26.408.161;b3S;I;2;;9;DOURADOS;MS;12/2012;75.334;470;6.760;12.296;4.583;134;2;0;24.244;15;472;1.116;1.648;187;1;0;3.437;892;13.456;22.569;0;0;0;0;36.917;30;6.145;1.865;1;0;0;0;8.041;0;0;0;0;0;0;0;0;0;20;465;20;0;0;168;673;0;0;0;0;0;0;0;0;0;106;1.915;0;0;0;0;2.021;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO MÉDIO DO RIO GRANDE DO SUL - SICREDI PLANALTO MÉDIO RS;87.781.530;b3S;I;2;;9;PASSO FUNDO;RS;12/2012;74.528;444;4.669;11.954;11.496;1.805;0;0;30.368;0;473;1.147;1.760;806;1;0;4.187;189;5.955;16.912;237;0;0;0;23.293;105;12.305;2.363;17;0;0;0;14.790;0;0;0;0;0;0;0;0;0;220;1.556;0;0;0;94;1.869;0;6;11;4;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOROESTE DO RIO GRANDE DO SUL - SICREDI NOROESTE RS;89.049.738;b3S;I;2;;9;TRES DE MAIO;RS;12/2012;74.101;42;4.677;6.206;6.490;737;2;0;18.154;6;799;2.047;4.218;1.581;24;0;8.675;83;8.018;17.943;0;0;0;0;26.045;102;16.107;2.120;0;0;0;0;18.329;0;0;0;0;0;0;0;0;2;336;460;508;110;0;34;1.450;5;232;568;323;0;0;0;1.127;0;191;117;13;0;0;0;321;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DO SUL DE RONDÔNIA LTDA. - SICOOB CREDISUL;3.632.872;b3S;I;2;;9;VILHENA;RO;12/2012;74.040;110;14.995;13.053;18.661;2.941;0;0;49.759;5;593;1.493;1.765;134;0;0;3.991;0;0;0;0;0;0;8.144;8.144;92;10.670;1.151;0;0;0;0;11.913;0;0;0;0;0;0;0;0;84;149;0;0;0;0;0;234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO A.J. RENNER S.A.;92.874.270;b1;I;2;;8;PORTO ALEGRE;RS;12/2012;73.766;1.725;18.084;20.156;15.176;1.558;0;0;56.699;250;1.768;3.978;3.881;203;0;0;10.080;0;0;0;0;0;0;0;0;367;6.612;9;0;0;0;0;6.988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÚNA E REGIÃO LTDA - SICOOB CENTRO-OESTE;66.463.407;b3S;I;2;;9;ITAUNA;MG;12/2012;72.021;360;6.095;9.541;13.155;3.794;0;0;32.945;14;243;648;712;68;0;0;1.684;0;1.830;2;0;0;0;2.178;4.010;1.173;29.482;1.472;0;0;0;0;32.127;0;0;0;0;0;0;0;0;66;158;0;0;0;0;0;224;5;208;451;366;1;0;0;1.031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA ZONA SUL - SICREDI ZONA SUL RS;90.497.256;b3S;I;2;;9;PELOTAS;RS;12/2012;71.389;460;8.942;11.371;11.751;708;63;0;33.295;18;937;2.483;3.688;691;0;0;7.818;443;6.004;8.638;1.071;0;0;0;16.156;126;8.851;614;0;0;0;0;9.590;0;0;0;0;0;0;0;0;0;474;1.584;141;0;0;107;2.306;0;0;0;0;0;0;0;0;0;2.022;202;0;0;0;0;2.224;0;0;0;0;0;0;0;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE DE CAMPINAS E REGIÃO LTDA. - UNICRED CAMPINAS;71.884.498;b3S;I;2;;9;CAMPINAS;SP;12/2012;71.118;106;3.289;11.194;7.898;1.864;1.433;0;25.784;61;3.783;9.473;15.918;8.146;6.642;13;44.037;0;10;0;0;0;0;0;10;87;425;465;227;0;0;0;1.204;0;0;0;0;0;0;0;0;16;67;0;0;0;0;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FATOR;50.122;b1;C;2;;199;SAO PAULO;SP;12/2012;71.063;0;10.656;45.494;13.386;0;0;0;69.536;0;0;0;0;0;0;0;0;0;1.527;0;0;0;0;0;1.527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO CEDULA S.A.;33.132.044;b1;I;2;;8;RIO DE JANEIRO;RJ;12/2012;68.851;2.086;15.150;24.621;17.370;1.241;0;0;60.470;1.585;792;1.783;1.981;0;0;0;6.141;58;1.351;831;0;0;0;0;2.240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UNICRED FORTALEZA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DE FORTALEZA LTDA;72.257.793;b3S;I;2;;9;FORTALEZA;CE;12/2012;68.525;320;6.289;12.967;14.874;6.399;1.735;0;42.585;21;1.318;3.272;4.659;1.023;390;0;10.682;0;7.500;3.644;0;0;0;0;11.144;109;3.632;236;0;0;0;0;3.978;0;0;0;0;0;0;0;0;10;126;0;0;0;0;0;135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO OESTE - SICOOB OESTE;5.392.810;b3S;I;2;;9;TOLEDO;PR;12/2012;65.724;70;3.951;11.669;24.397;3.274;116;0;43.476;0;163;520;1.059;466;3;0;2.211;0;0;0;0;0;0;1.612;1.612;47;13.697;1.294;0;0;0;0;15.039;0;0;0;0;0;0;0;0;55;3.332;0;0;0;0;0;3.387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DE LA NACION ARGENTINA;33.042.151;b1;I;3;;28;SAO PAULO;SP;12/2012;65.650;0;610;1.466;0;0;0;0;2.076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.791;44.302;1.052;0;0;0;63.145;0;0;0;0;0;400;0;400;0;0;29;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DE PORTO ALEGRE LTDA-UNICRED PORTO ALEGRE;94.433.109;b3S;I;2;;9;PORTO ALEGRE;RS;12/2012;65.166;38;6.708;13.282;22.583;9.581;4.586;0;56.778;0;529;1.267;2.352;1.327;1.318;0;6.792;0;615;449;0;0;0;0;1.064;0;455;64;1;0;0;0;520;0;0;0;0;0;0;0;0;1;11;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ALTO NORDESTE DO RIO GRANDE DO SUL - SICREDI ALTO NORDESTE RS;87.795.639;b3S;I;2;;9;MARAU;RS;12/2012;61.959;127;3.611;8.418;7.642;877;0;0;20.675;1;838;2.303;4.126;1.465;24;0;8.757;21;5.643;9.878;195;0;0;0;15.736;108;7.504;601;1;0;0;0;8.214;0;0;0;0;0;0;0;0;0;835;1.817;190;10;0;22;2.875;0;9;25;26;0;0;0;60;0;1.818;3.823;0;0;0;0;5.641;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31.815.293;b3S;I;2;;9;SAO GABRIEL DA PALHA;ES;12/2012;61.506;193;10.052;18.708;5.990;548;0;0;35.489;21;601;1.500;3.143;620;6;0;5.892;0;0;0;0;0;0;1.826;1.826;276;14.912;1.747;5;0;0;0;16.941;0;0;0;0;0;0;0;0;79;170;151;380;67;1;0;849;0;0;0;0;0;0;0;0;0;0;206;301;0;0;0;508;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO-SERRANA DO ESPÍRITO SANTO - SICOOB CENTRO-SERRANO;31.804.966;b3S;I;2;;9;SANTA MARIA DE JETIBA;ES;12/2012;60.475;399;5.467;11.443;8.836;2.046;84;0;28.275;149;1.153;3.089;6.101;2.123;22;0;12.636;0;0;0;0;0;0;3.438;3.438;241;9.537;1.114;9;0;0;0;10.901;0;0;0;0;0;0;0;0;73;649;305;633;413;57;0;2.131;0;0;0;0;0;0;0;0;0;1.566;1.527;0;0;0;0;3.093;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUDOESTE -SICREDI IGUAÇU PR/SC;84.974.278;b3S;I;2;;9;SAO JOAO;PR;12/2012;59.929;1.089;3.927;6.980;6.111;498;0;0;18.604;30;379;916;1.422;279;0;0;3.026;243;7.895;12.036;0;0;0;0;20.174;160;10.325;1.565;0;0;0;0;12.051;0;0;0;0;0;0;0;0;0;1.249;1.553;2.798;23;0;135;5.757;0;0;0;0;0;0;0;0;0;317;0;0;0;0;0;317;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL E OESTE MINEIRO LTDA. - SICOOB DIVICRED;1.736.516;b3S;I;2;;9;DIVINOPOLIS;MG;12/2012;58.373;2.860;10.393;18.951;8.352;1.416;24;0;41.996;5;258;434;528;66;0;0;1.292;0;0;0;0;0;0;824;824;223;12.883;557;0;0;0;0;13.662;0;0;0;0;0;0;0;0;47;58;0;148;13;0;0;266;1;94;169;68;0;0;0;332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO PARQUE DAS ARAUCÁRIAS PR/SC - SICREDI PARQUE DAS ARAUCÁRIAS PR/SC;82.065.285;b3S;I;2;;9;MARIOPOLIS;PR;12/2012;56.800;519;3.314;6.821;8.033;1.335;126;0;20.149;11;344;889;1.407;304;0;0;2.954;146;7.124;12.192;101;0;0;0;19.563;488;10.331;761;0;0;0;0;11.581;0;0;0;0;0;0;0;0;0;419;403;0;0;0;111;934;0;0;0;0;0;0;0;0;0;1.087;532;0;0;0;0;1.619;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DOS MEDICOS E DEMAIS PROF. DA SAÚDE, PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DAS MICRORREGIÕES DE AMERICANA, PIRACICABA E BOTUCATU - UNICRED BANDEIRANTE;3.055.269;b3S;I;2;;9;AMERICANA;SP;12/2012;56.611;406;2.078;12.455;8.743;1.346;2.096;192;27.315;0;1.610;4.317;8.230;3.507;473;0;18.138;0;1.015;1.094;0;0;0;0;2.109;0;2.656;509;1;0;0;0;3.166;0;0;0;0;0;0;0;0;0;778;1.258;2.829;847;171;0;5.884;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES - SICOOB CREDICOONAI.;53.923.116;b3S;I;2;;9;RIBEIRAO PRETO;SP;12/2012;56.413;45;84;169;280;0;0;0;579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.553;8.553;80;14.824;11.026;0;0;0;0;25.931;0;0;0;0;0;0;0;0;1.466;4.872;2.547;2.609;596;5;0;12.095;0;0;0;0;0;0;0;0;0;227;1.215;7.813;0;0;0;9.255;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUL DO ESTADO DE SANTA CATARINA   SICREDI SUL SC;3.793.242;b3S;I;2;;9;CRICIUMA;SC;12/2012;55.997;661;4.197;8.522;7.312;495;1;0;21.188;27;916;2.344;3.630;391;0;0;7.308;644;8.760;5.328;0;0;0;0;14.732;986;10.480;1.055;0;0;0;0;12.522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;246;246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE IBIRAIARAS - SICREDI IBIRAIARAS - RS;89.990.501;b3S;I;2;;9;IBIRAIARAS;RS;12/2012;55.405;64;4.222;9.578;9.993;1.989;411;0;26.256;4;705;1.198;2.266;674;191;0;5.038;30;4.958;8.113;0;0;0;0;13.102;19;6.734;871;0;0;0;0;7.624;0;0;0;0;0;0;0;0;0;916;1.404;662;0;0;96;3.077;0;0;0;0;0;0;0;0;0;0;308;0;0;0;0;308;0;0;0;0;0;0;0;0;0
AGENCIA DE FOMENTO DE GOIAS S/A;3.918.382;n1;I;1;;30;GOIANIA;GO;12/2012;54.886;751;4.939;14.519;14.565;484;15;0;35.272;43;531;2.278;7.554;5.790;2.576;0;18.772;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;311;532;0;0;0;0;843;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ENCOSTA SUPERIOR DO NORDESTE RS - SICREDI NORDESTE RS;95.213.211;b3S;I;2;;9;ROLANTE;RS;12/2012;54.813;412;5.365;10.471;9.200;580;743;0;26.771;41;695;2.059;3.449;1.285;40;0;7.569;117;3.010;4.030;50;0;0;0;7.207;469;11.537;1.106;0;0;0;0;13.112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138;138;0;4;9;4;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SUL CATARINENSE - SICOOB CREDISULCA SC;81.367.880;b3S;I;2;;9;TURVO;SC;12/2012;54.759;1.130;5.027;10.442;8.244;763;0;0;25.606;9;1.254;3.373;6.182;2.792;8;0;13.618;0;3;1;0;0;0;1.847;1.851;30;12.155;597;0;0;0;0;12.782;0;0;0;0;0;0;0;0;106;343;199;32;0;0;0;680;0;0;0;0;0;0;0;0;0;0;211;6;6;0;0;222;0;0;0;0;0;0;0;0;0
