Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;09/2020;584.352.212;2.462.625;5.007.919;13.130.242;23.699.553;12.520.939;9.661.913;69;66.483.261;690.284;1.061.528;2.268.211;2.691.102;228.133;22.014;10.364;6.971.635;26.382;79.916;107.370;94.518;13.934;38;16;322.174;637.934;12.848.662;37.507.033;87.011.697;71.015.085;199.270.839;80.127.609;488.418.858;1.147.643;5.937.273;1.999.287;184.936;23.881;23.671;0;9.316.690;136.775;607.017;1.736.873;574.509;174.328;83.255;597;3.313.355;1.419.693;2.740.999;2.134.881;1.724.816;780.721;693.498;31.629;9.526.238;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PARANAPANEMA PR/SP - SICREDI PARANAPANEMA PR/SP;79.086.997;b3S;I;2;S4;9;CAMBARA;PR;09/2020;351.106;75;3.314;8.513;19.829;15.106;23.405;0;70.242;576;10.420;20.827;22.218;3.414;87;0;57.542;15;974;2.566;4.237;1.017;10;0;8.820;0;0;0;0;0;0;0;0;1.600;16.886;6.089;7;0;0;0;24.581;138;28.442;53.174;17.123;8.223;3.024;0;110.124;1.353;14.988;25.605;24.121;10.499;3.232;0;79.798;0
BANCO SEMEAR S.A.;795.423;b1;I;2;S4;8;BELO HORIZONTE;MG;09/2020;350.209;22;168;359;188;2;0;0;740;41.452;124.742;129.066;4.437;0;0;0;299.697;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.052;1.756;3.886;12.287;13.801;16.032;958;49.772;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89.126.130;b3S;I;2;S4;9;ENCANTADO;RS;09/2020;349.101;24;750;1.946;3.122;954;154;0;6.951;156;10.552;28.970;39.816;18.426;26.342;96;124.359;45;1.934;5.363;9.284;2.415;280;0;19.320;0;0;0;0;0;0;0;0;255;21.169;7.438;6;0;0;0;28.869;14;3.479;58.632;8.030;5.390;5.678;0;81.222;1.049;18.768;18.550;22.726;12.941;14.332;15;88.380;0
COOPERATIVA DE CRÉDITO SUL-SERRANA DO ESPÍRITO SANTO;815.319;b3S;I;2;S5;9;VENDA NOVA DO IMIGRANTE;ES;09/2020;346.585;76;1.172;3.216;6.273;3.043;103;0;13.884;2.711;27.492;50.585;67.688;29.482;23.261;0;201.219;149;3.301;8.757;15.751;2.927;80;0;30.965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;562;34.711;19.523;12.326;5.662;6.078;0;78.862;3.026;10.860;1.880;2.544;1.900;1.445;0;21.655;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SERRA - SICREDI CENTRO SERRA RS;87.067.757;b3S;I;2;S4;9;AGUDO;RS;09/2020;343.106;0;359;826;1.725;1.037;780;0;4.727;228;5.027;38.633;28.624;16.571;15.849;87;105.019;110;3.196;13.675;22.186;6.763;69;0;45.999;0;0;0;0;0;0;0;0;200;6.888;2.246;2;0;0;0;9.336;97;3.834;102.780;12.202;9.382;3.366;0;131.661;1.442;5.785;15.679;11.040;6.806;5.612;0;46.364;0
AVISTA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;23.862.762;n1;I;2;S4;14;VITORIA;ES;09/2020;340.777;0;0;0;0;0;0;0;0;0;360;281;159;0;0;0;800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144.176;172.463;19.963;3.375;0;0;0;339.978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DA FRONTEIRA SUL – SICREDI FRONTEIRA SUL RS;88.530.142;b3S;I;2;S4;9;BAGE;RS;09/2020;340.598;13;232;535;819;211;113;0;1.922;219;7.146;10.581;10.695;955;3;0;29.600;63;1.413;3.646;6.109;1.374;15;0;12.619;0;0;0;0;0;0;0;0;492;8.129;2.692;5;0;0;0;11.319;3.651;29.075;113.192;26.146;2.920;0;0;174.983;3.183;18.494;28.383;40.956;16.351;2.788;0;110.155;0
COOPERATIVA DE CRÉDITO DA AMAZÔNIA – SICOOB AMAZÔNIA;5.203.605;b3S;I;2;S5;9;BURITIS;RO;09/2020;336.074;173;2.965;8.020;18.629;12.131;1.428;0;43.347;1.337;26.134;67.208;17.529;1.843;517;0;114.568;151;750;1.953;2.320;397;0;0;5.570;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;284;15.363;47.930;82.330;4.350;51;0;150.307;3.358;17.382;1.532;12;0;0;0;22.283;0
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA DO VALE EUROPEU - CRESOL VALE EUROPEU;7.512.780;b3S;I;2;S5;9;AGUAS MORNAS;SC;09/2020;331.332;0;0;0;0;0;0;0;0;555;6.061;17.083;25.847;9.929;5.488;0;64.963;139;1.587;4.823;8.730;2.319;21;0;17.618;0;0;0;0;0;0;0;0;4;179;50;0;0;0;0;233;761;15.200;90.046;39.938;29.110;36.605;0;211.660;741;5.791;9.999;14.831;4.730;687;80;36.858;0
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA INTEGRAÇÃO - CRESOL INTEGRAÇÃO;7.268.499;b3S;I;2;S5;9;TOLEDO;PR;09/2020;325.608;0;0;0;0;0;0;0;0;461;4.293;10.658;12.984;3.717;616;0;32.730;91;536;1.643;3.031;919;13;0;6.233;0;0;0;0;0;0;0;0;3;276;46;0;0;0;0;324;732;24.074;81.329;52.151;38.908;61.330;0;258.525;753;6.191;7.478;9.665;2.987;667;55;27.796;0
TODESCREDI S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.473.806;n1;I;2;S5;14;BENTO GONCALVES;RS;09/2020;322.419;0;154;191;30;0;0;0;375;9.757;107.042;151.698;53.441;107;0;0;322.044;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO SICREDI PERNAMBUCRED;4.146.333;b3S;I;2;S5;9;RECIFE;PE;09/2020;319.309;145;17.689;47.010;95.556;63.842;59.733;0;283.974;499;2.499;3.874;3.532;14;0;0;10.418;7;174;426;612;87;0;0;1.306;0;0;0;0;0;0;0;0;1.408;10.182;4.059;3;0;0;0;15.653;0;0;0;0;0;0;0;0;545;2.375;2.126;2.716;181;14;0;7.958;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SUL MINAS DO RIO GRANDE DO SUL E MINAS GERAIS – SICREDI SUL MINAS RS/MG.;87.784.088;b3S;I;2;S4;9;ESTACAO;RS;09/2020;303.625;5;346;905;1.390;455;294;0;3.395;226;2.804;14.370;16.125;1.678;551;0;35.754;55;933;2.681;5.073;1.401;2;0;10.145;0;0;0;0;0;0;0;0;693;7.730;2.751;5;0;0;0;11.180;5;8.108;116.098;14.024;8.456;2.765;0;149.455;806;8.261;16.560;18.949;14.650;34.396;75;93.696;0
COOPERATIVA DE CREDITO DO ALTO PARANAIBA E REGIÃO LTDA. - SICOOB CREDIPATOS;25.387.671;b3S;I;2;S5;9;PATOS DE MINAS;MG;09/2020;302.480;28;436;1.150;1.228;1;0;0;2.844;331;8.752;16.195;36.332;13.287;6.566;0;81.462;0;337;940;1.597;514;28;0;3.416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162;26.208;78.507;50.714;19.973;28.024;0;203.587;274;5.367;1.437;1.104;1.022;1.967;0;11.171;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOSSA TERRA - SICREDI NOSSA TERRA PR/SP;81.192.106;b3S;I;2;S4;9;CAFELANDIA;PR;09/2020;302.355;109;2.225;5.813;11.545;7.241;12.585;0;39.518;596;7.341;14.908;13.670;730;1;0;37.247;61;1.451;4.013;6.661;1.282;22;0;13.491;0;0;0;0;0;0;0;0;2.116;15.840;5.470;8;0;0;0;23.434;692;23.153;64.980;11.695;6.972;2.792;0;110.284;2.563;15.981;17.154;18.792;11.193;12.686;14;78.382;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ALTO URUGUAI CATARINENSE – SICOOB CREDIAUC;78.840.071;b3S;I;2;S5;9;CONCORDIA;SC;09/2020;301.269;6;478;1.156;2.481;1.418;974;0;6.513;1.283;10.558;25.324;39.260;15.502;16.934;107;108.968;505;6.623;18.678;38.951;8.851;61;0;73.668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;8.049;37.270;17.969;10.951;12.173;0;86.466;1.195;8.561;4.161;4.038;2.874;4.825;0;25.655;0
COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO RIO PARANA - SICREDI RIO PARANA PR/SP;81.206.039;b3S;I;2;S4;9;NOVA LONDRINA;PR;09/2020;296.187;69;2.131;5.234;10.622;6.994;6.375;0;31.425;483;5.894;11.012;10.950;1.313;10;0;29.663;38;2.183;6.420;11.058;2.706;34;0;22.440;0;0;0;0;0;0;0;0;1.847;21.030;6.818;9;0;0;0;29.705;139;9.898;47.975;62.123;7.708;822;0;128.665;2.197;17.172;26.670;6.976;1.142;134;0;54.290;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE GOIANO;2.282.709;b3S;I;2;S5;9;ANAPOLIS;GO;09/2020;294.855;0;0;0;0;0;0;0;0;653;10.834;24.271;33.565;6.602;1.096;0;77.021;75;1.429;4.171;7.291;1.115;0;0;14.081;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.381;57.271;84.790;13.240;0;0;160.683;1.830;24.722;8.261;4.823;1.709;1.726;0;43.071;0
COOPERATIVA DE CRÉDITO UNICRED CENTRO-SUL LTDA – UNICRED CENTRO-SUL;75.847;b3S;I;2;S5;9;CRICIUMA;SC;09/2020;293.053;0;0;0;0;0;0;0;0;608;18.077;46.234;70.424;28.237;27.036;13;190.629;62;3.708;9.874;15.361;3.374;5;0;32.384;0;1.085;3.235;7.895;7.281;23.485;5.910;48.891;0;8;0;0;0;0;0;8;0;0;0;0;0;0;0;0;305;4.173;3.122;3.868;3.503;6.124;45;21.140;0
COOPERATIVA DE CRÉDITO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31.815.293;b3S;I;2;S5;9;SAO GABRIEL DA PALHA;ES;09/2020;291.428;37;651;1.717;3.424;1.705;50;0;7.584;6.675;13.830;40.457;39.538;17.410;12.789;0;130.699;125;1.644;4.462;7.395;1.143;1;0;14.770;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.563;38.267;28.041;43.020;5.871;3.322;0;125.085;2.407;6.984;2.962;594;290;53;0;13.290;0
COOPERATIVA DE CREDITO CENTRO-SERRANA DO ESPIRITO SANTO - SICOOB CENTRO-SERRANO;31.804.966;b3S;I;2;S5;9;SANTA MARIA DE JETIBA;ES;09/2020;291.049;32;529;1.621;3.019;1.643;2;0;6.846;2.943;15.452;37.126;55.617;26.707;12.156;0;150.001;55;1.829;5.081;10.165;2.392;15;0;19.538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;688;21.406;33.642;28.713;13.532;3.761;0;101.742;2.176;6.455;2.006;1.191;631;462;0;12.921;0
COOPERATIVA DE CRÉDITO UNICRED VALOR CAPITAL LTDA – UNICRED VALOR CAPITAL;74.064.502;b3S;I;2;S5;9;FLORIANOPOLIS;SC;09/2020;288.942;0;0;0;0;0;0;0;0;520;21.364;58.173;80.304;25.340;15.074;0;200.774;0;2.258;6.323;8.654;1.203;14;0;18.453;40;1.000;2.967;8.023;7.819;23.535;2.495;45.878;0;30;3;0;0;0;0;33;0;0;0;0;0;0;0;0;196;5.530;4.203;5.603;4.925;3.347;0;23.803;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO VALE DO RIO PARDO - SICREDI VALE DO RIO PARDO RS;95.424.891;b3S;I;2;S4;9;SANTA CRUZ DO SUL;RS;09/2020;287.203;56;1.229;3.461;6.322;1.417;244;0;12.729;334;5.220;23.337;11.349;1.856;9;0;42.105;62;2.661;10.421;18.391;5.377;46;0;36.958;0;0;0;0;0;0;0;0;527;9.629;3.034;4;0;0;0;13.194;172;2.075;61.123;25.961;19.288;8.056;0;116.675;2.023;9.635;21.089;15.918;8.831;8.030;16;65.542;0
COOPERATIVA DE CRÉDITO SICOOB VALE SUL;2.466.552;b3S;I;2;S5;9;FRANCISCO BELTRAO;PR;09/2020;282.205;74;3.213;7.603;16.151;9.997;10.531;0;47.570;953;5.684;17.048;19.497;7.255;3.167;0;53.603;21;489;1.436;2.851;777;7;0;5.581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;261;26.993;94.648;24.436;12.262;10.080;0;168.679;1.130;3.084;2.333;117;56;53;0;6.773;0
COOPERATIVA DE CRÉDITO COOPERAÇÃO RS/SC – SICREDI COOPERAÇÃO RS/SC;87.779.625;b3S;I;2;S4;9;NAO-ME-TOQUE;RS;09/2020;281.005;9;283;695;1.118;402;252;0;2.759;197;3.043;7.112;7.505;1.224;269;0;19.349;19;1.043;2.895;4.937;1.076;6;0;9.977;0;0;0;0;0;0;0;0;659;10.364;3.519;1;0;0;0;14.544;0;7.981;129.437;25.154;19.725;2.629;0;184.926;702;8.353;15.093;12.721;6.470;6.083;29;49.451;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA LIDERANÇA - CRESOL LIDERANÇA;2.934.201;b3S;I;2;S5;9;CHOPINZINHO;PR;09/2020;279.782;0;0;0;0;0;0;0;0;224;4.112;9.633;13.566;4.728;4.781;0;37.042;13;367;1.023;1.629;408;2;0;3.442;0;0;0;0;0;0;0;0;0;342;49;0;0;0;0;392;893;25.079;74.286;43.604;32.149;40.020;0;216.029;373;2.125;4.507;8.241;4.075;3.540;15;22.876;0
KREDILIG S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;6.040.559;n1;I;2;S5;14;BIGUACU;SC;09/2020;276.081;39;265;582;479;0;0;0;1.365;9.338;39.970;63.519;16.693;192;0;0;129.712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.294;51.785;65.092;10.834;0;0;0;145.004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA TRADIÇÃO – CRESOL TRADIÇÃO;4.350.225;b3S;I;2;S5;9;FRANCISCO BELTRAO;PR;09/2020;274.814;0;0;0;0;0;0;0;0;337;3.387;13.176;16.533;8.042;7.321;0;48.796;51;335;1.000;1.695;513;1;0;3.595;0;0;0;0;0;0;0;0;0;408;74;0;0;0;0;483;1.179;18.074;66.989;43.215;33.496;42.869;0;205.822;186;2.287;3.218;6.710;2.757;938;23;16.119;0
COOPERATIVA DE CRÉDITO CREDILIVRE LTDA. - SICOOB CREDILIVRE;41.697.103;b3S;I;2;S5;9;MANHUACU;MG;09/2020;271.122;0;0;0;0;0;0;0;0;1.119;10.556;9.848;23.300;5.879;40;0;50.741;11;874;2.458;4.529;828;0;0;8.700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;948;29.782;136.336;19.043;8.944;10.558;0;205.610;783;3.243;1.037;378;630;0;0;6.071;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO;36.900.256;b3S;I;2;S5;9;CUIABA;MT;09/2020;270.756;0;0;0;0;0;0;0;0;349;7.238;18.027;25.499;9.387;5.245;10;65.755;70;4.636;12.837;20.817;4.104;15;0;42.479;0;975;3.834;8.604;6.949;12.828;53;33.243;0;13;4;0;0;0;0;18;0;0;0;0;0;0;0;0;961;15.163;35.026;48.435;18.227;11.449;0;129.262;0
COOPERATIVA DE CREDITO E ECONOMIA COM INTERACAO SOLIDARIA DE CONSTANTINA - CRESOL CONSTANTINA.;2.663.426;b3S;I;2;S5;9;CONSTANTINA;RS;09/2020;268.722;1;16;37;81;13;0;0;148;123;2.835;11.790;12.212;5.730;4.511;8;37.208;15;436;1.255;2.309;477;22;0;4.514;0;0;0;0;0;0;0;0;4;308;68;0;0;0;0;380;205;9.684;117.472;24.003;17.379;32.079;0;200.823;946;4.452;8.124;9.546;2.011;559;10;25.649;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO VALE DO ITAJAÍ - VIACREDI ALTO VALE;16.779.741;b3S;I;2;S5;9;IBIRAMA;SC;09/2020;268.711;0;90;224;230;0;0;0;544;2.093;21.290;51.842;69.633;14.899;7.081;3;166.841;72;2.439;6.651;10.030;2.090;53;0;21.334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.450;11.718;28.677;28.448;5.659;3.039;0;79.992;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO CANOINHAS - SICOOB CREDICANOINHAS/SC;78.834.975;b3S;I;2;S5;9;CANOINHAS;SC;09/2020;268.101;38;873;1.852;2.667;698;51;0;6.180;2.175;6.873;43.033;38.144;12.546;929;0;103.699;64;1.208;4.718;7.720;1.438;20;0;15.166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;186;1.761;123.860;7.825;2.246;2.015;0;137.894;1.085;3.053;917;38;42;25;0;5.161;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO GRANDES LAGOS DO PARANÁ E LITORAL PAULISTA – SICREDI GRANDES LAGOS PR/SP;81.115.149;b3S;I;2;S4;9;LARANJEIRAS DO SUL;PR;09/2020;264.734;39;1.884;4.905;10.367;6.804;7.536;0;31.535;334;5.247;11.306;12.227;1.594;144;0;30.851;23;1.112;2.974;4.439;855;4;0;9.407;0;0;0;0;0;0;0;0;1.203;14.399;4.630;15;0;0;0;20.248;256;15.101;64.158;37.105;11.817;2.687;0;131.124;1.976;9.029;14.358;10.139;3.101;2.958;8;41.569;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAIPU SICOOB CREDITAIPU;81.014.060;b3S;I;2;S5;9;PINHALZINHO;SC;09/2020;264.590;2;138;378;669;252;73;0;1.511;987;12.959;39.233;62.001;28.210;24.514;2;167.906;19;906;2.377;4.706;1.566;2;0;9.577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;3.869;30.056;14.862;10.112;14.405;0;73.327;686;3.183;1.249;2.382;1.709;3.055;4;12.269;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE DO PARANÁ E SUL DE SÃO PAULO - SICREDI NORTE SUL PR/SP;79.063.574;b3S;I;2;S4;9;SANTO ANTONIO DA PLATINA;PR;09/2020;261.517;29;916;2.335;4.534;1.672;627;0;10.113;385;8.451;14.837;13.295;2.210;52;0;39.231;11;1.390;3.775;5.501;916;2;0;11.594;0;0;0;0;0;0;0;0;1.009;18.427;7.068;7;0;0;0;26.511;0;20.335;44.741;31.477;8.563;5.470;0;110.586;1.874;15.809;23.946;14.331;5.410;2.113;0;63.482;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA AREA DE SAUDE DO ESTADO DE SAO PAULO LTDA    UNICRED DO ESTADO DE SAO PAULO;71.884.498;b3S;I;2;S5;9;CAMPINAS;SP;09/2020;258.626;0;0;0;0;0;0;0;0;935;15.441;43.448;70.606;31.049;26.285;2;187.767;2;1.503;4.345;6.887;1.870;17;0;14.624;0;33;116;289;262;774;2;1.476;0;15;1;0;0;0;0;16;0;0;0;0;0;0;0;0;254;6.346;9.955;15.574;9.595;13.019;0;54.744;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAÍBA LTDA.;24.799.033;b3S;I;2;S5;9;QUIRINOPOLIS;GO;09/2020;254.696;0;80;184;357;116;1;0;737;961;10.394;26.486;28.700;6.530;1.571;936;75.577;106;956;3.048;4.743;552;0;0;9.405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.565;21.630;58.611;75.820;1.448;0;0;160.075;665;6.080;1.639;241;241;36;0;8.902;0
COOPERATIVA DE CRÉDITO CREDIVAR LTDA. - SICOOB CREDIVAR;25.798.596;b3S;I;2;S5;9;VARGINHA;MG;09/2020;254.481;0;0;0;0;0;0;0;0;1.036;41.208;41.220;21.863;9.211;3.140;0;117.680;16;663;1.835;3.330;192;0;0;6.036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;31.636;18.293;49.428;7.117;573;0;107.066;703;8.145;3.208;6.984;3.362;1.298;0;23.699;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38.486.817;b4;I;1;S3;5;BELO HORIZONTE;MG;09/2020;252.166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;460;13.543;8.875;198.624;11.304;9.149;0;241.954;194;657;2.002;3.696;1.269;2.394;0;10.212;0
BRASIL CARD ADMINISTRADORA DE CARTAO DE CREDITO LTDA;3.130.170;n4;I;2;S5;41;MONTE BELO;MG;09/2020;251.473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130.550;36.042;559;0;0;0;167.150;0;0;0;0;0;0;0;0;73.252;10.581;472;18;0;0;0;84.323;0
COOPERATIVA DE CREDITO DO CENTRO DO ESTADO DE RONDONIA - SICOOB CENTRO;8.044.854;b3S;I;2;S5;9;JI-PARANA;RO;09/2020;250.962;0;7;29;68;43;1;0;148;1.449;29.094;47.017;29.329;5.954;35;0;112.879;18;415;1.497;2.634;744;0;0;5.307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;8.281;51.339;49.924;7.592;1.902;0;119.129;742;11.899;860;0;0;0;0;13.500;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OESTE CATARINENSE;78.825.023;b3S;I;2;S5;9;PALMITOS;SC;09/2020;250.323;2;55;144;273;99;32;0;604;998;10.262;26.670;40.678;18.887;20.778;0;118.274;46;1.611;4.573;9.808;3.466;10;0;19.515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;189;10.093;55.007;17.368;10.945;15.147;0;108.749;350;1.506;1.325;0;0;0;0;3.181;0
COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE E SUL PARANAENSE - SICOOB CREDINORTE;81.011.686;b3S;I;2;S5;9;MAFRA;SC;09/2020;249.204;4;273;684;1.383;755;240;0;3.339;1.335;3.698;33.863;25.063;8.702;732;0;73.393;66;1.150;7.562;8.939;698;0;0;18.417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147;2.951;94.498;26.352;12.661;8.735;0;145.346;358;2.640;2.138;2.015;1.317;240;0;8.709;0
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA EMBRAER E DA BOEING BRASIL COMMERCIAL - COOPEREMB;46.642.294;b3S;I;2;S5;9;SAO JOSE DOS CAMPOS;SP;09/2020;248.776;1.573;11.661;41.982;99.341;71.250;8.175;0;233.982;1.191;863;2.291;3.946;515;5;0;8.811;0;40;118;322;223;1;0;703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;745;517;1.168;2.309;541;0;0;5.280;0
COOPERATIVA DE CRÉDITO AGROCREDI LTDA. - SICOOB AGROCREDI;42.873.828;b3S;I;2;S4;9;GUAXUPE;MG;09/2020;247.510;28;773;1.910;2.977;595;3;0;6.286;1.364;26.830;22.016;31.034;5.182;18;0;86.445;31;2.759;6.009;11.223;5.188;1;0;25.212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442;54.420;16.849;23.491;1.589;12;0;96.804;2.842;16.594;5.458;5.114;2.754;0;0;32.762;0
COOPERATIVA DE CRÉDITO DE CASCAVEL E REGIÃO - SICOOB CREDICAPITAL;4.529.074;b3S;I;2;S5;9;CASCAVEL;PR;09/2020;241.292;195;3.418;8.155;16.977;9.576;8.342;0;46.664;1.657;8.020;31.518;30.198;8.618;1.885;0;81.897;35;597;1.640;3.331;925;5;0;6.532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;697;11.010;40.656;19.423;7.599;1.960;0;81.345;1.881;5.587;2.840;6.201;4.407;3.939;0;24.853;0
AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;36.321.990;n1;I;2;S4;14;VITORIA;ES;09/2020;240.369;0;0;0;0;0;0;0;0;66.728;84.978;82.981;5.681;0;0;0;240.369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DO PLANALTO SERRA DO RIO GRANDE DO SUL - CRESOL PLANALTO SERRA;5.863.726;b3S;I;2;S5;9;SANANDUVA;RS;09/2020;238.298;0;5;33;110;97;176;0;422;259;2.725;8.104;13.646;6.907;5.830;0;37.471;111;1.128;3.065;5.449;1.198;32;0;10.982;0;0;0;0;0;0;0;0;6;312;52;0;0;0;0;370;345;9.198;74.377;28.166;20.220;29.187;0;161.493;564;4.599;9.905;10.489;1.682;280;41;27.560;0
