Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONÔMICA FEDERAL;51.626;b1;C;1;S1;199;BRASILIA;DF;12/2022;794.159.120;447.866;5.440.576;13.370.004;30.266.682;22.397.086;30.531.309;0;102.453.523;262.728;2.140.228;4.991.720;5.020.625;1.069.356;19.093;0;13.503.750;2.278;10.294;25.627;37.879;11.028;42;0;87.149;1.163.775;16.797.542;45.880.214;107.458.589;88.770.386;255.336.187;104.296.599;619.703.291;1.831.604;8.241.675;2.737.430;184.285;31.815;30.316;0;13.057.126;201.180;3.005.133;9.961.800;7.720.661;6.536.579;4.637.814;0;32.063.167;1.813.143;5.281.150;2.077.756;1.683.570;1.026.917;1.392.780;15.798;13.291.114;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DO VALE EUROPEU - CRESOL VALE EUROPEU;7.512.780;b3S;I;2;S5;9;AGUAS MORNAS;SC;12/2022;524.342;15;205;586;1.281;371;1;0;2.459;1.813;13.795;34.514;48.441;18.374;11.965;0;128.902;141;2.510;6.410;13.857;5.890;30;0;28.839;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;4;720;48.001;131.658;54.294;42.506;35.248;0;312.428;3.272;7.526;15.871;18.626;5.279;1.019;119;51.710;0
COOPERATIVA DE CRÉDITO SUL-SERRANA DO ESPÍRITO SANTO;815.319;b3S;I;2;S5;9;VENDA NOVA DO IMIGRANTE;ES;12/2022;522.371;81;1.316;3.416;6.589;1.871;484;0;13.757;4.562;31.413;80.351;101.570;36.930;17.309;234;272.370;182;4.595;12.163;21.672;6.164;22;0;44.798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;292;9.348;69.923;27.771;23.330;30.091;0;160.755;6.478;14.656;3.296;2.784;1.778;1.698;0;30.691;0
MERCEDES-BENZ;51.262;b2;C;3;S3;198;SAO BERNARDO DO CAMPO;SP;12/2022;521.783;0;0;0;0;0;0;0;0;41;784;2.426;7.456;6.755;41;0;17.504;2.607;49.676;129.088;242.282;79.301;1.231;0;504.185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;25;38;20;0;0;94;0
COOPERATIVA DE CRÉDITO UNICRED CENTRO-SUL LTDA - UNICRED CENTRO-SUL;75.847;b3S;I;2;S5;9;CRICIUMA;SC;12/2022;516.659;0;0;0;0;0;0;0;0;1.502;24.176;61.251;91.036;36.685;35.005;414;250.069;200;5.635;14.781;23.126;3.126;0;0;46.868;244;2.311;6.260;16.314;15.114;50.438;20.592;111.273;656;52.425;19.968;102;0;0;0;73.151;0;0;0;0;0;0;0;0;262;5.910;4.764;5.221;4.559;14.402;180;35.298;0
CREDI-SHOP S/A - INSTITUIÇÃO DE PAGAMENTO;62.895.230;n4;I;2;;41;TERESINA;PI;12/2022;515.628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.536;94.721;385.139;5.232;0;0;0;515.628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS;86.564.051;b3S;I;2;S5;9;UNAI;MG;12/2022;514.214;0;0;0;0;0;0;0;0;962;14.451;57.254;52.494;14.357;3.238;0;142.756;32;1.665;4.323;7.592;1.782;0;0;15.393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;626;33.857;181.289;88.757;22.473;18.480;0;345.482;1.795;4.617;3.409;652;74;35;0;10.583;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO LIBERDADE - SICREDI LIBERDADE;88.530.142;b3S;I;2;S4;9;BAGE;RS;12/2022;513.849;54;330;821;1.028;226;96;0;2.555;620;10.449;16.144;10.532;370;2;0;38.116;56;2.800;11.416;21.528;8.047;186;0;44.033;0;0;0;0;0;0;0;0;2.037;20.316;7.235;39;0;0;0;29.627;186;19.104;182.622;53.363;10.407;2.673;0;268.354;1.933;15.726;45.688;45.845;15.288;6.684;0;131.163;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO;36.900.256;b3S;I;2;S5;9;CUIABA;MT;12/2022;510.294;0;0;0;0;0;0;0;0;391;16.441;43.727;65.440;17.602;19.266;515;163.381;115;7.155;18.196;27.940;4.676;10;0;58.092;80;4.299;13.167;30.270;23.984;54.574;3.276;129.650;1.423;46.279;16.438;55;0;0;0;64.196;0;0;0;0;0;0;0;0;964;13.241;25.604;34.481;13.818;6.604;262;94.975;0
COOPERATIVA DE CRÉDITO COOPERAÇÃO - SICREDI COOPERAÇÃO;87.779.625;b3S;I;2;S4;9;NAO-ME-TOQUE;RS;12/2022;508.775;23;752;2.061;3.228;847;483;0;7.395;1.258;6.837;14.795;14.559;2.774;1.136;0;41.359;142;1.725;5.052;8.920;2.244;23;0;18.105;0;0;0;0;0;0;0;0;2.052;22.284;7.905;49;0;0;0;32.290;30;34.872;209.854;51.967;18.152;2.915;0;317.790;1.160;9.317;33.193;24.212;13.172;10.783;0;91.837;0
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DO PLANALTO SERRA DO RIO GRANDE DO SUL - CRESOL PLANALTO SERRA;5.863.726;b3S;I;2;S5;9;SANANDUVA;RS;12/2022;507.416;0;76;168;463;400;240;0;1.347;746;9.001;24.212;33.337;12.352;5.444;0;85.092;120;1.851;4.968;10.345;3.556;37;0;20.877;0;0;0;0;0;0;0;0;1;91;15;0;0;0;0;107;674;28.481;215.783;51.484;43.370;39.860;0;379.652;575;3.999;9.968;3.898;1.112;757;33;20.341;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO VALE DO ITAJAÍ - VIACREDI ALTO VALE;16.779.741;b3S;I;2;S5;9;IBIRAMA;SC;12/2022;506.897;13;199;498;675;123;55;0;1.563;7.160;43.224;104.221;133.455;25.458;12.522;76;326.117;282;5.038;13.420;20.966;4.053;20;0;43.779;0;540;1.553;3.586;2.907;7.816;2.853;19.256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.143;18.150;41.420;38.361;8.236;3.873;0;116.182;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOVOS HORIZONTES - SICREDI NOVOS HORIZONTES PR/SP;7.206.072;b3S;I;2;S4;9;ARAPOTI;PR;12/2022;504.444;151;2.553;7.086;13.680;7.978;9.925;0;41.372;753;9.128;31.087;29.973;8.742;1.848;0;81.531;80;3.548;11.219;20.515;5.889;112;0;41.364;0;0;0;0;0;0;0;0;2.487;25.319;9.512;106;0;0;0;37.425;0;15.752;156.874;34.696;18.611;4.759;0;230.692;1.724;14.862;29.526;17.535;5.782;2.632;0;72.062;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA FRONTEIRAS PR/SC/SP/ES - CRESOL FRONTEIRAS PR/SC/SP/ES;5.276.770;b3S;I;2;S5;9;REALEZA;PR;12/2022;503.625;2;62;211;475;144;0;0;893;1.126;11.014;38.792;28.828;10.063;1.475;0;91.297;194;991;2.734;4.714;1.073;2;0;9.708;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.241;21.272;195.745;64.378;42.944;23.759;0;349.340;1.839;5.793;21.612;16.934;4.807;1.309;93;52.387;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO TERRA DOS PINHEIRAIS DO PARANÁ E NOROESTE PAULISTA - SICREDI PLANALTO DAS ÁGUAS PR/SP;77.984.870;b3S;I;2;S4;9;GUARAPUAVA;PR;12/2022;501.655;81;1.781;4.903;8.693;3.514;2.903;0;21.874;1.141;17.139;28.861;23.922;3.575;467;0;75.105;36;1.770;5.522;10.494;3.701;25;0;21.548;0;0;0;0;0;0;0;0;3.975;45.002;19.459;318;0;0;0;68.753;141;37.356;134.209;38.402;15.507;5.292;0;230.907;2.224;17.709;30.224;20.584;9.994;2.732;0;83.467;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA UNIÃO - CRESOL UNIÃO;2.446.089;b3S;I;2;S5;9;CORONEL VIVIDA;PR;12/2022;499.379;2;66;226;402;14;0;0;710;1.284;10.528;26.809;36.410;10.583;1.390;5;87.011;123;1.908;5.598;14.022;5.793;1.592;0;29.035;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;837;38.271;164.831;57.654;40.959;26.306;0;328.857;2.947;9.700;24.419;12.306;3.505;844;45;53.765;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA TRADIÇÃO - CRESOL TRADIÇÃO;4.350.225;b3S;I;2;S5;9;FRANCISCO BELTRAO;PR;12/2022;493.643;2;222;901;1.804;484;7;0;3.420;1.964;8.367;17.877;29.208;14.968;5.512;0;77.895;17;440;1.220;1.924;274;0;0;3.876;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;5;535;60.064;160.093;57.253;45.490;41.547;0;364.983;1.355;5.019;13.219;18.972;3.990;842;66;43.464;0
KREDILIG S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;6.040.559;n1;I;2;S5;14;BIGUACU;SC;12/2022;492.479;75;387;842;727;25;0;0;2.056;9.965;30.522;49.824;19.375;41;0;0;109.728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45.501;113.326;171.262;50.151;455;0;0;380.695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALOR SUSTENTÁVEL - SICREDI VALOR SUSTENTÁVEL PR/SP;81.706.616;b3S;I;2;S4;9;JANDAIA DO SUL;PR;12/2022;490.102;87;1.703;4.672;8.017;3.728;3.549;0;21.757;1.551;11.348;29.611;34.811;9.877;1.990;0;89.188;141;735;2.822;3.945;1.020;1;0;8.664;0;0;8;35;33;171;276;522;2.523;23.600;9.389;96;0;0;0;35.609;178;19.436;115.035;75.402;36.310;8.455;0;254.816;1.393;20.634;45.039;10.098;2.270;112;0;79.546;0
COOPERATIVA DE CRÉDITO UNICRED VALOR CAPITAL LTDA - UNICRED VALOR CAPITAL;74.064.502;b3S;I;2;S5;9;FLORIANOPOLIS;SC;12/2022;487.965;0;0;0;0;0;0;0;0;1.891;28.382;68.847;102.687;27.759;16.553;0;246.119;28;3.755;9.527;14.293;3.306;37;0;30.945;84;2.390;6.166;16.039;15.661;45.154;16.811;102.304;845;67.582;23.106;135;0;0;0;91.668;0;0;0;0;0;0;0;0;404;5.966;3.931;3.314;2.058;1.256;0;16.928;0
PAGSEGURO INTERNET INSTITUIÇÃO DE PAGAMENTO S.A.;8.561.701;n4;I;2;S4;41;SAO PAULO;SP;12/2022;487.413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;362.583;123.804;1.025;0;0;0;487.413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMINHO DAS ÁGUAS RS - SICREDI CAMINHO DAS ÁGUAS RS;95.213.211;b3S;I;2;S4;9;ROLANTE;RS;12/2022;483.583;298;3.644;10.488;20.004;12.211;17.387;0;64.030;890;9.439;19.208;11.969;1.722;163;0;43.391;710;10.272;30.143;59.479;14.099;31;0;114.734;6;23;42;109;111;508;828;1.628;3.902;39.442;14.134;58;0;0;0;57.536;12;3.368;34.426;26.818;15.520;14.608;0;94.754;2.931;12.610;25.061;38.791;18.350;9.766;0;107.510;0
COOPERATIVA DE CRÉDITO CREDICAF LTDA - SICOOB CREDICAF;25.395.435;b3S;I;2;S5;9;LAJINHA;MG;12/2022;477.476;0;0;0;0;0;0;0;0;1.040;10.131;61.659;73.333;16.293;13.090;0;175.546;41;752;4.481;7.688;1.791;1;0;14.753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;312;9.900;173.860;62.421;17.018;16.896;0;280.407;1.188;2.404;2.240;90;70;536;241;6.770;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA UNIÃO DOS VALES - CRESOL UNIÃO DOS VALES;5.231.945;b3S;I;2;S5;9;IVAIPORA;PR;12/2022;473.632;44;437;1.591;3.714;2.436;3.224;0;11.446;649;10.751;39.647;30.266;7.389;2.271;91;91.065;34;681;2.414;5.304;2.041;91;0;10.566;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;4;1.042;26.831;168.539;41.233;31.153;23.463;0;292.260;2.170;12.005;22.827;21.629;8.319;1.286;56;68.291;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CERRADO DE GOIÁS - SICREDI CERRADO GO;6.332.931;b3S;I;2;S4;9;GOIANIA;GO;12/2022;473.575;70;850;2.345;3.670;793;178;0;7.906;1.248;15.747;44.133;36.201;2.299;26;0;99.654;106;1.997;5.274;10.055;2.698;18;0;20.148;0;0;0;0;0;0;0;0;4.403;32.082;11.242;108;0;0;0;47.835;218;10.784;123.090;63.281;156;0;0;197.528;3.282;24.119;40.257;21.384;9.789;1.674;0;100.505;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO VINHO - SICOOB VALE DO VINHO;81.016.131;b3S;I;2;S5;9;VIDEIRA;SC;12/2022;468.553;28;383;837;1.784;1.163;398;0;4.593;1.944;12.330;40.367;44.499;13.040;3.605;0;115.785;231;3.563;9.864;21.135;9.401;58;0;44.251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;953;27.402;112.100;56.071;43.739;54.012;0;294.277;2.878;3.110;3.582;77;0;0;0;9.647;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA LIDERANÇA - CRESOL LIDERANÇA;2.934.201;b3S;I;2;S5;9;CHOPINZINHO;PR;12/2022;466.094;0;159;526;1.240;671;165;0;2.761;707;7.943;20.806;27.926;16.037;4.302;0;77.722;8;305;866;1.708;713;34;0;3.633;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;5;1.121;37.427;177.666;55.938;41.519;29.960;0;343.630;1.154;2.912;13.508;14.131;3.184;3.408;47;38.344;0
COOPERATIVA DE CRÉDITO AGROCREDI LTDA. - SICOOB AGROCREDI;42.873.828;b3S;I;2;S4;9;GUAXUPE;MG;12/2022;465.049;14;970;2.635;4.564;87;0;0;8.269;3.021;16.687;39.292;40.789;4.269;148;0;104.206;120;4.643;10.582;18.278;3.356;4;0;36.983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;14.937;223.090;21.153;11.449;1.861;0;272.812;5.486;24.149;8.026;4.732;386;0;0;42.779;0
COOPERATIVA DE CRÉDITO DE CASCAVEL E REGIÃO - SICOOB CREDICAPITAL;4.529.074;b3S;I;2;S5;9;CASCAVEL;PR;12/2022;459.731;147;3.874;9.897;20.482;12.451;11.087;0;57.938;2.537;9.974;35.384;46.746;10.746;2.037;0;107.424;184;749;1.846;2.885;186;0;0;5.849;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.901;33.917;132.858;52.769;21.081;13.055;0;256.581;5.628;9.480;3.462;6.484;4.774;2.110;0;31.939;0
LEBES FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;11.271.860;n1;I;2;S5;14;ELDORADO;RS;12/2022;457.634;0;0;0;0;0;0;0;0;55.125;165.855;217.064;19.589;0;0;0;457.634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PRIMACREDI COOPERATIVA DE CRÉDITO DE PRIMAVERA DO LESTE;26.563.270;b3S;I;2;S5;9;PRIMAVERA DO LESTE;MT;12/2022;457.604;5;70;160;74;0;0;0;309;1.029;20.797;48.696;35.602;1.177;159;0;107.460;32;1.048;3.368;3.558;368;2;0;8.375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;18.936;202.705;40.234;4.813;31;0;266.848;2.192;14.916;52.535;4.141;807;20;0;74.612;0
CREDISIS CREDIARI - COOPERATIVA DE CRÉDITO LTDA.;3.222.753;b3S;I;2;S5;9;ARIQUEMES;RO;12/2022;457.155;0;0;0;0;0;0;0;0;5.833;64.395;202.692;54.770;692;0;0;328.383;108;3.271;8.660;9.944;262;0;0;22.245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.846;0;24.043;28.116;0;0;0;54.005;1.227;33.164;13.702;3.907;522;0;0;52.522;0
COOPERATIVA DE CRÉDITO COOPERMAIS - SICOOB COOPERMAIS;31.804.966;b3S;I;2;S5;9;SANTA MARIA DE JETIBA;ES;12/2022;456.605;35;802;2.195;5.005;1.366;225;0;9.627;3.825;29.519;66.247;92.797;36.215;15.072;0;243.676;86;3.012;7.656;13.537;3.388;6;0;27.686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;876;10.122;73.694;45.885;13.387;13.452;0;157.415;5.495;9.530;1.917;477;415;367;0;18.202;0
BANCO SEMEAR S.A.;795.423;b1;I;2;S4;8;BELO HORIZONTE;MG;12/2022;455.371;10;15;15;0;0;0;0;41;94.798;149.668;161.950;16.437;0;0;0;422.853;0;41;122;165;0;0;0;328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;986;1.711;3.446;9.207;5.246;11.196;356;32.149;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE LAJEADO - SICREDI INTEGRAÇÃO RS/MG;91.159.764;b3S;I;2;S4;9;LAJEADO;RS;12/2022;449.518;25;542;1.445;2.144;508;122;0;4.787;790;15.864;35.913;44.899;14.741;439;0;112.646;135;5.934;16.814;28.914;5.627;13;0;57.435;0;98;224;590;614;2.406;2.483;6.414;2.654;47.669;17.347;90;0;0;0;67.761;0;8.002;41.567;19.326;16.026;21.893;0;106.813;1.944;15.737;20.705;32.907;14.937;7.431;1;93.663;0
COOPERATIVA DE CRÉDITO CREDILIVRE LTDA. - SICOOB CREDILIVRE;41.697.103;b3S;I;2;S5;9;MANHUACU;MG;12/2022;444.294;0;0;0;0;0;0;0;0;2.205;13.888;28.502;31.815;4.360;271;0;81.040;27;1.076;2.924;5.726;880;0;0;10.632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;703;26.613;246.010;32.781;17.603;18.914;0;342.624;2.985;4.391;1.507;905;210;0;0;9.998;0
BRASIL CARD INSTITUIÇÃO DE PAGAMENTOS LTDA;3.130.170;n4;I;2;S4;41;MONTE BELO;MG;12/2022;439.269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;189.341;145.778;17.128;12;0;0;352.259;0;0;0;0;0;0;0;0;264;86.579;156;11;0;0;0;87.010;0
COOPERATIVA DE CRÉDITO DA REGIÃO MERIDIONAL DO BRASIL - SICOOB UNICOOB MERIDIONAL;5.392.810;b3S;I;2;S5;9;TOLEDO;PR;12/2022;435.891;278;5.979;14.789;32.093;26.502;33.796;0;113.437;2.255;13.386;23.323;34.250;11.159;6.378;0;90.751;46;634;1.716;3.556;930;5;0;6.888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;488;10.472;142.083;23.138;19.623;10.952;0;206.756;3.116;2.907;4.470;2.926;2.031;2.609;0;18.059;0
BANCO AFINZ S.A. - BANCO MÚLTIPLO;4.814.563;b1;I;2;S4;8;BARUERI;SP;12/2022;422.524;0;0;0;0;0;0;0;0;6.642;21.858;28.493;6.709;39;1;0;63.741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;204.148;77.378;67.832;9.419;6;0;0;358.783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ABC-BRASIL;41.856;b1;C;3;S3;199;SAO PAULO;SP;12/2022;421.074;221;3.742;9.617;9.865;999;0;0;24.444;26;3.033;5.014;1.913;420;0;0;10.407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141;5.279;4.092;3.670;0;0;13.183;137;69.185;125.783;136.860;41.074;0;0;373.039;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CREDICARU SC/RS;694.389;b3S;I;2;S5;9;SAO JOSE DO CERRITO;SC;12/2022;420.720;52;841;2.129;4.034;1.517;1.302;0;9.874;1.750;12.034;27.926;39.687;13.419;10.907;0;105.723;343;3.184;9.100;17.216;3.925;28;0;33.796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;811;9.608;154.729;53.858;21.458;16.793;0;257.257;1.783;10.191;1.947;116;32;0;0;14.070;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS AURIVERDE -  SICOOB - CREDIAL SC/RS;78.858.107;b3S;I;2;S5;9;CUNHA PORA;SC;12/2022;417.235;3;61;144;283;63;0;0;555;606;13.016;32.828;57.012;22.775;31.281;0;157.518;192;3.450;9.597;18.953;3.340;0;0;35.532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;474;31.699;86.908;36.416;30.281;30.705;0;216.482;495;5.703;754;133;63;0;0;7.148;0
COOPERATIVA DE CRÉDITO DO NORTE E NOROESTE DE MINAS GERAIS LTDA. - SICOOB CREDIGERAIS;698.609;b3S;I;2;S5;9;PARACATU;MG;12/2022;416.623;0;0;0;0;0;0;0;0;1.412;8.260;31.527;61.273;13.454;826;0;116.751;59;1.140;4.207;7.235;2.167;0;0;14.808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;8.589;168.321;66.594;19.474;0;0;263.083;2.899;12.586;4.658;1.815;22;0;0;21.981;0
M PAGAMENTOS S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;7.747.410;n1;I;2;S4;14;SAO PAULO;SP;12/2022;415.399;190;1.745;3.216;1.224;31;0;0;6.406;50.277;71.710;56.455;4.244;0;0;0;182.687;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83.813;79.319;62.622;84;0;0;0;225.837;0;0;0;0;0;0;0;0;456;14;0;0;0;0;0;469;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA.   SICOOB UNIÃO;1.060.307;b3S;I;2;S5;9;RAUL SOARES;MG;12/2022;412.391;47;1.058;2.547;4.708;1.204;540;0;10.103;1.600;10.874;24.340;25.876;6.234;436;0;69.360;225;3.861;10.097;23.146;10.243;67;0;47.639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;266;29.029;115.690;78.039;25.350;27.923;0;276.296;2.313;5.289;1.337;53;0;0;0;8.992;0
VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS;5.192.316;n1;I;2;S4;14;SANTO CRISTO;RS;12/2022;410.063;88;1.594;4.224;7.553;4.107;1.899;0;19.465;50.400;82.627;126.177;31.746;2.329;41;0;293.321;4;419;1.156;2.091;743;0;0;4.413;0;0;0;0;0;0;0;0;4.695;15.488;16.244;3.507;27;0;0;39.961;0;0;0;0;0;0;0;0;14.026;14.454;19.309;4.908;202;6;0;52.904;0
COOPERATIVA DE CRÉDITO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31.815.293;b3S;I;2;S5;9;SAO GABRIEL DA PALHA;ES;12/2022;407.241;20;872;2.367;4.504;983;235;0;8.981;3.640;21.518;65.824;57.938;18.076;6.891;0;173.887;103;2.788;7.870;13.746;4.997;11;0;29.516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.264;10.947;91.148;41.788;16.815;16.635;0;178.596;3.852;7.567;3.762;547;361;172;0;16.260;0
AFINZ INSTITUIÇÃO DE PAGAMENTO S.A.;60.114.865;n4;I;2;S4;41;BARUERI;SP;12/2022;405.505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300.695;104.494;316;0;0;0;405.505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO UNICRED DESBRAVADORA LTDA - UNICRED DESBRAVADORA;1.039.011;b3S;I;2;S5;9;CHAPECO;SC;12/2022;401.414;0;0;0;0;0;0;0;0;655;26.777;84.042;108.329;32.971;20.177;23;272.974;25;2.911;7.490;11.131;2.396;19;0;23.972;17;914;2.221;5.429;4.919;15.345;7.540;36.385;500;38.204;13.356;44;0;0;0;52.105;0;0;0;0;0;0;0;0;201;5.019;3.172;2.320;2.058;3.209;0;15.978;0
VOITER;50.531;b1;C;2;S4;199;SAO PAULO;SP;12/2022;400.661;0;5;228;202;0;0;0;436;9;30.261;90.683;149.444;79.980;40.461;0;390.838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;484;302;2.379;4.150;1.956;116;0;9.387;0
MODAL;51.963;b1;C;2;S4;199;RIO DE JANEIRO;RJ;12/2022;400.132;0;0;0;0;0;0;0;0;749;10.701;252.423;43.238;3.403;0;0;310.514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.343;44.054;12.774;53;0;0;0;78.224;0;0;0;0;0;0;0;0;8.474;962;0;0;1.958;0;0;11.394;0
