Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;12/2020;602.887.837;2.209.872;5.093.407;13.548.952;24.850.900;13.601.002;10.860.945;56;70.165.134;679.812;1.266.876;2.895.013;3.653.289;214.081;18.948;10.788;8.738.806;17.132;45.902;85.274;79.820;11.918;40;14;240.100;752.495;13.711.903;38.168.748;88.622.890;72.515.928;204.556.093;82.292.600;500.620.657;981.626;6.474.801;2.213.973;188.379;26.582;25.329;0;9.910.691;109.388;358.035;2.416.731;781.314;301.263;225.478;0;4.192.209;1.266.778;2.615.589;2.006.093;1.642.521;761.765;700.852;26.643;9.020.240;0
COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO PARQUE DAS ARAUCARIAS - SICREDI PARQUE DAS ARAUCARIAS PR/SC/SP;82.065.285;b3S;I;2;S4;9;MARIOPOLIS;PR;12/2020;414.103;81;2.005;5.581;10.988;4.736;1.905;0;25.296;720;9.836;25.231;24.384;2.603;244;0;63.017;233;4.205;11.538;17.416;2.460;2;0;35.854;0;0;0;0;0;0;0;0;1.617;28.223;9.369;11;0;0;0;39.219;396;21.916;102.029;42.764;17.848;5.974;0;190.928;2.243;11.675;17.845;16.211;7.726;4.090;0;59.789;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2.398.976;b3S;I;2;S4;9;LONDRINA;PR;12/2020;406.494;4;198;366;698;119;0;0;1.386;266;17.619;44.698;60.008;17.216;6.206;692;146.706;20;2.327;5.952;7.403;470;0;0;16.173;30;2.731;7.503;17.331;13.242;31.260;8.583;80.679;1.486;108.099;0;0;0;0;0;109.585;0;0;0;0;0;0;0;0;177;10.179;22.803;14.171;3.349;1.242;45;51.966;0
ABC-BRASIL;41.856;b1;C;3;S3;199;SAO PAULO;SP;12/2020;400.679;0;9;21;0;0;0;0;30;16;8.070;109.341;11.745;0;0;0;129.172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.739;6.633;2.750;655;0;0;18.778;4.033;22.670;77.850;137.992;10.154;0;0;252.699;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SERRA - SICREDI CENTRO SERRA RS;87.067.757;b3S;I;2;S4;9;AGUDO;RS;12/2020;398.252;1;303;845;1.783;1.130;840;0;4.902;148;6.950;42.141;31.846;19.096;19.425;94;119.699;89;3.778;14.246;23.642;7.781;53;0;49.589;0;0;0;0;0;0;0;0;186;7.930;2.656;5;0;0;0;10.777;48;7.978;116.894;14.074;11.352;5.824;0;156.169;961;7.298;20.418;12.437;8.132;7.872;0;57.116;0
COOPERATIVA DE CRÉDITO CENTRO LESTE - SICREDI CENTRO LESTE RS;88.471.024;b3S;I;2;S4;9;CACHOEIRA DO SUL;RS;12/2020;396.495;7;77;206;256;0;0;0;546;599;7.773;42.298;25.762;6.316;669;0;83.416;32;2.098;7.384;12.972;3.216;4;0;25.706;0;0;0;0;0;0;0;0;804;13.406;4.660;7;0;0;0;18.879;45;3.241;91.149;41.289;26.082;1.990;0;163.796;835;6.521;21.510;32.991;20.152;22.143;0;104.153;0
SAX S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;7.747.410;n1;I;2;S4;14;BARUERI;SP;12/2020;396.483;338;806;3.466;1.234;112;0;0;5.956;42.005;52.168;40.876;164;0;0;0;135.213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107.519;73.359;74.411;26;0;0;0;255.315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SICREDI EXPANSÃO - COOPERATIVA DE CRÉDITO;41.180.092;b3S;I;2;S5;9;MACEIO;AL;12/2020;395.608;191;11.919;33.889;84.188;64.301;62.658;0;257.146;369;11.856;27.589;31.332;5.606;2.405;8;79.163;62;2.181;5.742;8.260;1.015;0;0;17.261;0;0;0;0;0;0;0;0;471;18.374;6.832;21;0;0;0;25.698;0;0;0;0;0;0;0;0;556;5.387;2.582;4.927;1.773;1.117;0;16.341;0
COOPERATIVA DE CRÉDITO SICOOB OURO VERDE;5.582.619;b3S;I;2;S5;9;LONDRINA;PR;12/2020;389.290;554;8.200;19.920;51.787;47.529;101.910;0;229.898;1.982;7.920;21.412;28.428;8.402;2.685;0;70.829;20;206;573;1.261;316;3;0;2.380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.068;5.133;42.948;14.655;9.088;1.761;0;75.654;3.525;2.234;3.877;598;259;36;0;10.529;0
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA FRONTEIRAS PR/SC/SP/ES - CRESOL FRONTEIRAS PR/SC/SP/ES;5.276.770;b3S;I;2;S5;9;REALEZA;PR;12/2020;388.407;0;0;0;0;0;0;0;0;452;5.807;18.899;23.116;9.514;5.044;0;62.832;64;948;2.577;5.063;1.578;15;0;10.246;0;0;0;0;0;0;0;0;7;218;53;0;0;0;0;279;856;18.382;110.432;55.418;42.210;42.372;0;269.670;1.947;4.374;17.916;14.712;4.304;2.082;46;45.380;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89.126.130;b3S;I;2;S4;9;ENCANTADO;RS;12/2020;386.453;8;740;1.960;3.360;1.062;143;0;7.272;122;11.851;36.746;43.159;20.767;32.762;169;145.576;36;2.169;5.997;10.310;3.115;451;0;22.077;0;0;0;0;0;0;0;0;239;24.895;8.866;7;0;0;0;34.007;0;4.563;60.802;8.334;5.770;6.866;0;86.335;669;14.908;21.934;23.777;13.764;16.107;26;91.186;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42.898.825;b3S;I;2;S5;9;BELO HORIZONTE;MG;12/2020;385.257;1;235;538;622;13;0;0;1.408;988;32.924;81.916;97.746;15.785;9.219;0;238.579;38;6.286;16.588;25.161;1.667;0;0;49.740;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.363;16.760;16.020;9.110;5.471;0;48.724;1.236;13.637;2.663;6.614;5.812;16.766;77;46.805;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PARANAPANEMA PR/SP - SICREDI PARANAPANEMA PR/SP;79.086.997;b3S;I;2;S4;9;CAMBARA;PR;12/2020;379.947;69;2.919;8.445;19.687;15.094;22.512;0;68.726;467;7.824;28.004;27.450;4.788;58;0;68.590;19;1.001;3.014;4.969;1.291;4;0;10.298;0;0;0;0;0;0;0;0;1.567;21.091;7.962;24;0;0;0;30.644;44;6.623;73.535;21.210;12.178;5.985;0;119.575;949;13.607;29.353;24.743;10.880;2.582;0;82.114;0
BANCO SEMEAR S.A.;795.423;b1;I;2;S4;8;BELO HORIZONTE;MG;12/2020;377.809;19;155;280;130;0;0;0;584;44.378;129.948;147.094;6.466;0;0;0;327.886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;952;1.710;4.013;12.255;13.727;15.499;1.183;49.339;0
COOPERATIVA DE CRÉDITO DA AMAZÔNIA - SICOOB AMAZÔNIA;5.203.605;b3S;I;2;S5;9;BURITIS;RO;12/2020;372.681;205;3.358;9.095;21.478;13.593;1.974;0;49.702;1.348;27.845;73.887;24.067;3.069;510;0;130.725;138;902;2.408;3.737;859;0;0;8.044;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;310;10.037;64.251;82.229;5.118;51;0;161.996;1.950;19.030;1.204;30;0;0;0;22.214;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DE PORTO ALEGRE LTDA-UNICRED PORTO ALEGRE;94.433.109;b3S;I;2;S5;9;PORTO ALEGRE;RS;12/2020;371.034;0;147;371;417;3;0;0;938;490;23.467;57.422;89.274;32.725;21.759;0;225.136;58;5.302;13.524;20.427;2.690;10;0;42.011;4;1.330;3.592;8.945;7.478;21.990;4.970;48.308;0;286;114;0;0;0;0;400;0;0;0;0;0;0;0;0;259;7.598;10.682;15.791;9.413;10.498;0;54.241;0
COOPERATIVA DE CREDITO DO ALTO PARANAIBA E REGIÃO LTDA. - SICOOB CREDIPATOS;25.387.671;b3S;I;2;S5;9;PATOS DE MINAS;MG;12/2020;370.572;34;398;1.019;1.037;1;0;0;2.489;87;8.562;27.436;43.606;18.155;9.249;0;107.095;0;408;1.065;1.872;592;3;0;3.940;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.747;105.279;57.239;24.717;36.100;0;246.081;205;4.858;1.952;1.107;1.021;1.824;0;10.966;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ALTO URUGUAI CATARINENSE - SICOOB CREDIAUC;78.840.071;b3S;I;2;S5;9;CONCORDIA;SC;12/2020;368.419;4;472;1.166;2.551;1.411;908;0;6.512;1.092;11.493;28.416;47.011;23.416;37.065;295;148.788;363;7.118;19.795;41.056;9.831;62;0;78.225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128;9.997;38.858;19.148;15.658;23.441;0;107.230;908;9.751;3.470;4.381;3.321;5.832;0;27.664;0
COOPERATIVA DE CRÉDITO SICOOB METROPOLITANO;3.459.850;b3S;I;2;S5;9;MARINGA;PR;12/2020;361.608;254;3.600;9.251;18.247;7.083;3.833;0;42.268;4.694;17.169;39.195;59.096;15.690;2.260;0;138.104;85;1.611;4.955;9.825;2.865;166;0;19.509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;803;6.458;48.897;52.034;17.648;16.896;0;142.737;6.760;6.660;5.469;100;0;0;0;18.990;0
COOPERATIVA DE CRÉDITO DA FRONTEIRA SUL - SICREDI FRONTEIRA SUL RS;88.530.142;b3S;I;2;S4;9;BAGE;RS;12/2020;358.500;16;229;626;928;195;100;0;2.093;216;5.604;10.858;9.423;679;3;0;26.784;85;1.284;4.146;6.757;1.554;7;0;13.831;0;0;0;0;0;0;0;0;533;9.965;3.472;4;0;0;0;13.974;220;15.243;124.489;29.742;3.473;76;0;173.244;996;8.801;38.868;50.159;22.742;7.009;0;128.574;0
JP MORGAN CHASE;20.107;b1;C;3;S3;199;SAO PAULO;SP;12/2020;354.542;0;0;0;0;0;0;0;0;0;195;37.919;194.981;121.448;0;0;354.542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO SICOOB VALE SUL;2.466.552;b3S;I;2;S5;9;FRANCISCO BELTRAO;PR;12/2020;352.035;77;3.075;7.655;16.570;10.519;11.213;0;49.110;648;5.526;21.256;24.937;10.606;5.080;0;68.053;29;604;1.778;3.625;1.094;15;0;7.145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;352;26.196;137.573;29.499;16.263;11.434;0;221.317;1.091;2.990;1.859;188;145;137;0;6.411;0
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA INTEGRAÇÃO - CRESOL INTEGRAÇÃO;7.268.499;b3S;I;2;S5;9;TOLEDO;PR;12/2020;351.978;0;0;0;0;0;0;0;0;334;4.877;13.844;16.878;6.214;1.222;0;43.370;92;684;1.840;3.729;1.074;0;0;7.420;0;0;0;0;0;0;0;0;2;140;24;0;0;0;0;166;574;18.355;95.875;53.142;41.675;57.640;0;267.260;1.129;4.489;10.387;13.524;3.466;705;63;33.762;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE GOIANO;2.282.709;b3S;I;2;S5;9;ANAPOLIS;GO;12/2020;350.117;0;0;0;0;0;0;0;0;841;10.165;24.393;32.295;6.105;1.097;0;74.896;78;1.895;5.462;11.317;2.756;28;0;21.536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143;12.779;57.799;103.292;22.216;9.286;0;205.517;1.768;26.516;7.959;6.983;2.310;2.634;0;48.169;0
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA DO VALE EUROPEU - CRESOL VALE EUROPEU;7.512.780;b3S;I;2;S5;9;AGUAS MORNAS;SC;12/2020;344.050;0;0;0;0;0;0;0;0;441;6.660;19.360;28.177;10.769;6.944;0;72.351;82;1.887;4.731;9.188;2.989;47;0;18.924;0;0;0;0;0;0;0;0;2;131;42;0;0;0;0;176;997;22.521;83.215;41.732;31.215;35.435;0;215.115;828;4.690;11.040;15.522;4.646;713;44;37.484;0
COOPERATIVA DE CRÉDITO SUL-SERRANA DO ESPÍRITO SANTO;815.319;b3S;I;2;S5;9;VENDA NOVA DO IMIGRANTE;ES;12/2020;341.633;71;1.145;3.091;6.504;2.980;153;0;13.943;4.837;21.531;55.206;71.995;30.474;21.373;0;205.416;143;3.596;9.434;17.766;3.627;98;0;34.664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;624;6.269;33.825;12.693;6.539;7.666;0;67.616;2.323;9.739;2.231;2.396;1.754;1.551;0;19.995;0
COOPERATIVA DE CRÉDITO SICREDI PERNAMBUCRED;4.146.333;b3S;I;2;S5;9;RECIFE;PE;12/2020;335.788;171;16.859;47.318;97.445;67.888;69.360;0;299.041;400;1.681;3.686;3.427;49;0;0;9.244;1;154;383;570;80;1;0;1.189;0;0;0;0;0;0;0;0;1.160;11.444;4.679;5;0;0;0;17.288;0;0;0;0;0;0;0;0;537;3.306;2.168;2.820;186;8;0;9.026;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SUL MINAS DO RIO GRANDE DO SUL E MINAS GERAIS - SICREDI SUL MINAS RS/MG.;87.784.088;b3S;I;2;S4;9;ESTACAO;RS;12/2020;332.733;13;386;1.081;1.776;694;594;0;4.545;126;3.050;19.356;17.172;1.238;651;0;41.594;24;937;3.045;5.652;1.660;29;0;11.347;0;0;0;0;0;0;0;0;671;9.368;3.360;6;0;0;0;13.404;0;16.183;114.068;15.791;9.646;4.514;0;160.202;587;7.501;17.358;20.682;16.273;38.868;372;101.641;0
COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO RIO PARANA - SICREDI RIO PARANA PR/SP;81.206.039;b3S;I;2;S4;9;NOVA LONDRINA;PR;12/2020;330.974;59;1.831;5.179;10.555;6.901;5.669;0;30.194;438;6.065;12.553;13.282;1.939;13;0;34.288;33;2.618;7.025;12.855;3.505;33;0;26.070;0;0;0;0;0;0;0;0;1.828;24.881;8.327;21;0;0;0;35.057;144;6.735;56.332;78.361;8.624;1.500;0;151.697;1.583;15.615;25.398;8.533;2.373;166;0;53.669;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO VALE DO RIO PARDO - SICREDI VALE DO RIO PARDO RS;95.424.891;b3S;I;2;S4;9;SANTA CRUZ DO SUL;RS;12/2020;330.736;72;1.272;3.651;6.526;1.403;378;0;13.303;281;6.078;25.504;13.015;2.224;30;0;47.131;26;3.676;10.996;20.611;6.126;52;0;41.487;0;0;0;0;0;0;0;0;454;11.410;3.739;8;0;0;0;15.611;155;3.074;73.880;28.025;21.239;9.746;0;136.118;1.332;9.837;26.926;18.110;10.324;10.544;13;77.086;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOSSA TERRA - SICREDI NOSSA TERRA PR/SP;81.192.106;b3S;I;2;S4;9;CAFELANDIA;PR;12/2020;327.571;109;2.343;6.482;13.323;8.734;15.742;0;46.733;550;6.504;14.732;13.691;465;5;0;35.947;54;1.523;4.044;6.837;1.431;21;0;13.910;0;0;0;0;0;0;0;0;1.794;18.188;6.502;13;0;0;0;26.496;277;10.614;81.673;14.457;10.161;3.375;0;120.558;2.287;12.738;22.500;19.893;12.058;14.444;6;83.927;0
COOPERATIVA DE CRÉDITO UNICRED CENTRO-SUL LTDA - UNICRED CENTRO-SUL;75.847;b3S;I;2;S5;9;CRICIUMA;SC;12/2020;323.050;0;0;0;0;0;0;0;0;651;19.135;47.565;73.248;30.621;31.085;78;202.383;80;3.844;10.081;17.315;3.578;0;0;34.898;5;1.433;3.932;9.729;9.152;29.572;6.604;60.427;0;93;27;0;0;0;0;120;0;0;0;0;0;0;0;0;206;3.559;3.170;4.740;4.264;9.232;49;25.222;0
TODESCREDI S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.473.806;n1;I;2;S5;14;BENTO GONCALVES;RS;12/2020;319.924;0;137;167;7;0;0;0;311;9.186;113.303;148.754;48.265;104;0;0;319.613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO CANOINHAS - SICOOB CREDICANOINHAS/SC;78.834.975;b3S;I;2;S5;9;CANOINHAS;SC;12/2020;318.681;30;754;1.827;2.606;662;75;0;5.952;1.579;7.527;53.164;59.468;14.822;1.146;0;137.706;40;1.384;5.156;8.388;1.485;0;0;16.452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175;9.478;124.508;10.330;4.006;4.416;0;152.913;1.003;3.485;1.058;50;43;19;0;5.658;0
WILL FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;23.862.762;n1;I;2;S4;14;SAO PAULO;SP;12/2020;317.798;0;0;0;0;0;0;0;0;49;237;199;133;0;0;0;618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95.478;194.403;21.743;5.556;0;0;0;317.180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KREDILIG S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;6.040.559;n1;I;2;S5;14;BIGUACU;SC;12/2020;316.897;36;265;589;431;0;0;0;1.321;8.318;42.528;69.779;16.649;186;0;0;137.460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.908;60.553;85.681;15.975;0;0;0;178.117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO COOPERAÇÃO RS/SC - SICREDI COOPERAÇÃO RS/SC;87.779.625;b3S;I;2;S4;9;NAO-ME-TOQUE;RS;12/2020;311.126;10;263;684;1.095;385;241;0;2.679;166;3.257;8.279;8.705;2.348;231;0;22.987;12;1.129;3.366;5.804;1.373;21;0;11.705;0;0;0;0;0;0;0;0;473;12.056;4.154;3;0;0;0;16.686;0;16.256;122.076;31.204;24.340;5.710;0;199.586;394;5.481;20.684;15.270;8.034;7.613;7;57.483;0
COOPERATIVA DE CREDITO DO CENTRO DO ESTADO DE RONDONIA - SICOOB CENTRO;8.044.854;b3S;I;2;S5;9;JI-PARANA;RO;12/2020;307.760;0;91;260;688;438;0;0;1.477;971;31.324;52.180;39.556;6.131;51;0;130.213;16;616;2.042;3.959;1.053;0;0;7.686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;9.609;56.619;72.564;12.866;3.024;0;154.704;606;12.308;767;0;0;0;0;13.681;0
COOPERATIVA DE CRÉDITO UNICRED VALOR CAPITAL LTDA - UNICRED VALOR CAPITAL;74.064.502;b3S;I;2;S5;9;FLORIANOPOLIS;SC;12/2020;307.431;0;0;0;0;0;0;0;0;485;22.827;56.731;79.045;27.136;16.857;0;203.082;2;2.540;7.016;10.283;1.811;3;0;21.655;14;1.461;4.127;10.988;10.848;31.684;4.507;63.630;0;227;52;0;0;0;0;279;0;0;0;0;0;0;0;0;99;4.049;3.793;4.576;3.956;2.311;0;18.784;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAIPU SICOOB CREDITAIPU;81.014.060;b3S;I;2;S5;9;PINHALZINHO;SC;12/2020;303.093;3;167;491;990;464;152;0;2.267;736;12.834;44.006;66.614;32.495;30.115;0;186.800;10;992;2.688;5.673;1.971;18;0;11.352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;5.495;32.321;17.061;13.226;22.133;0;90.249;454;2.863;1.461;2.515;1.977;3.147;7;12.424;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO GRANDES LAGOS DO PARANÁ E LITORAL PAULISTA - SICREDI GRANDES LAGOS PR/SP;81.115.149;b3S;I;2;S4;9;LARANJEIRAS DO SUL;PR;12/2020;301.414;33;1.789;5.102;10.911;7.309;8.616;0;33.761;258;6.098;12.861;13.943;1.944;129;0;35.234;22;1.116;3.068;4.689;1.162;12;0;10.069;0;0;0;0;0;0;0;0;1.188;16.770;5.516;11;0;0;0;23.485;233;10.088;74.005;44.276;17.010;6.000;0;151.612;1.719;8.097;15.750;11.599;4.911;5.175;3;47.254;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO;36.900.256;b3S;I;2;S5;9;CUIABA;MT;12/2020;295.697;0;0;0;0;0;0;0;0;227;7.436;17.657;27.425;10.857;6.719;11;70.331;28;5.363;14.165;24.179;5.669;18;0;49.422;0;1.302;5.226;11.768;9.801;21.850;167;50.115;0;43;15;0;0;0;0;58;0;0;0;0;0;0;0;0;1.180;15.074;33.378;47.444;17.855;10.839;0;125.771;0
COOPERATIVA DE CREDITO CENTRO-SERRANA DO ESPIRITO SANTO - SICOOB CENTRO-SERRANO;31.804.966;b3S;I;2;S5;9;SANTA MARIA DE JETIBA;ES;12/2020;292.228;30;588;1.596;3.246;1.709;15;0;7.184;2.306;13.430;38.661;58.123;27.172;11.780;0;151.472;37;2.141;5.822;11.949;2.973;23;0;22.944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;696;8.976;41.564;27.533;14.926;3.855;0;97.549;1.789;6.298;2.004;1.083;895;1.011;0;13.079;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE DO PARANÁ E SUL DE SÃO PAULO - SICREDI NORTE SUL PR/SP;79.063.574;b3S;I;2;S4;9;SANTO ANTONIO DA PLATINA;PR;12/2020;291.290;41;888;2.448;4.819;1.703;629;0;10.528;535;8.472;16.875;15.005;2.450;30;0;43.367;20;1.569;4.400;6.759;1.630;87;0;14.465;0;0;0;0;0;0;0;0;1.037;21.470;8.475;15;0;0;0;30.997;365;11.587;56.169;34.366;10.705;10.546;0;123.738;1.914;15.477;26.918;14.109;6.816;2.961;0;68.195;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA LIDERANÇA - CRESOL LIDERANÇA;2.934.201;b3S;I;2;S5;9;CHOPINZINHO;PR;12/2020;290.985;0;0;0;0;0;0;0;0;153;3.314;10.701;15.133;6.646;6.650;0;42.597;23;376;1.029;1.750;548;0;0;3.726;0;0;0;0;0;0;0;0;1;265;43;0;0;0;0;309;860;20.687;83.131;44.910;34.578;37.949;0;222.117;436;1.516;4.622;8.531;3.648;3.458;25;22.236;0
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA TRADIÇÃO - CRESOL TRADIÇÃO;4.350.225;b3S;I;2;S5;9;FRANCISCO BELTRAO;PR;12/2020;288.569;0;0;0;0;0;0;0;0;209;4.228;13.876;19.000;8.222;8.176;0;53.711;8;391;938;1.770;528;0;0;3.635;0;0;0;0;0;0;0;0;2;275;45;0;0;0;0;322;608;22.931;70.317;43.450;34.557;41.047;0;212.909;160;1.216;5.232;7.235;3.049;1.088;12;17.992;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OESTE CATARINENSE;78.825.023;b3S;I;2;S5;9;PALMITOS;SC;12/2020;287.381;2;68;185;369;149;53;0;827;846;10.204;28.372;43.377;21.657;29.663;0;134.119;50;1.775;4.937;10.832;3.804;10;0;21.407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;11.585;60.756;20.724;14.247;20.663;0;128.028;382;1.195;1.408;15;0;0;0;3.000;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CERRADO DE GOIÁS - SICREDI CERRADO GO;6.332.931;b3S;I;2;S4;9;GOIANIA;GO;12/2020;287.281;16;313;838;1.381;327;88;0;2.964;290;6.154;23.141;26.729;5.857;0;0;62.170;83;732;2.352;3.270;522;0;0;6.958;0;0;0;0;0;0;0;0;938;13.183;3.914;9;0;0;0;18.044;1.887;18.081;65.941;40.734;2.788;78;0;129.509;1.366;16.344;34.408;10.807;3.695;1.016;0;67.636;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO VALE DO ITAJAÍ - VIACREDI ALTO VALE;16.779.741;b3S;I;2;S5;9;IBIRAMA;SC;12/2020;286.858;1;85;219;213;0;0;0;519;1.971;21.816;54.022;73.239;16.685;10.683;20;178.438;68;2.712;7.476;11.430;2.649;60;0;24.395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.096;11.962;28.664;30.717;6.520;3.547;0;83.507;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED INTEGRAÇÃO LTDA.;73.750.424;b3S;I;2;S5;9;CAXIAS DO SUL;RS;12/2020;286.753;0;81;194;142;0;0;0;417;89;9.472;25.882;38.268;20.445;32.683;6.087;132.925;44;3.403;8.917;14.968;4.710;42;0;32.085;11;1.944;6.103;15.349;13.283;40.185;11.975;88.851;0;47;14;0;0;0;0;61;0;0;0;0;0;0;0;0;359;5.570;6.333;8.394;4.520;7.211;27;32.414;0
